variant,gap_tail,minimum_reclaim_fraction,auction_state,horizon,cost_bps_per_side,full_net_simple_return,standard_max_drawdown,max_recovery_days,recovery_unresolved,selected_events_recent,symbol_count_recent,signal_days_recent,post_signal_invalid_days,median_events_per_active_day,top_5_day_profit_share,top_10_day_profit_share,top_symbol_profit_share,average_month_18m,negative_months_18m,zero_months_18m,average_month_15m,negative_months_15m,zero_months_15m,average_month_12m,negative_months_12m,zero_months_12m
tail02_reclaim25_anomaly_ge1_final_c5,0.02,0.25,anomaly_ge1,final,5,-0.011370364779398456,0.1490495837633044,,True,55,43,49,0,1.0,,,,-0.0006316869321888032,9,1,0.0049072145617540695,7,1,0.009043553721939749,6,0
tail02_reclaim25_anomaly_ge1_final_c10,0.02,0.25,anomaly_ge1,final,10,-0.0603703647793985,0.16765018299242498,,True,55,43,49,0,1.0,,,,-0.0033539091544110278,9,1,0.002040547895087402,7,1,0.005876887055273081,6,0
tail02_reclaim25_anomaly_ge1_final_c20,0.02,0.25,anomaly_ge1,final,20,-0.15837036477939853,0.2167720733573852,,True,55,43,49,0,1.0,,,,-0.00879835359885547,10,1,-0.0036927854382459322,8,1,-0.0004564462780602523,7,0
tail02_reclaim25_anomaly_ge1_5_1200_c5,0.02,0.25,anomaly_ge1_5,1200,5,-0.04761912883664843,0.14883820214782084,,True,38,32,36,1,1.0,,,,-0.002645507157591579,9,3,-0.0020884908003385937,7,3,-0.0030128590069371055,6,2
tail02_reclaim25_anomaly_ge1_5_1200_c10,0.02,0.25,anomaly_ge1_5,1200,10,-0.08261912883664846,0.16591754271432885,,True,38,32,36,1,1.0,,,,-0.004589951602036025,9,3,-0.004088490800338596,7,3,-0.005262859006937108,6,2
tail02_reclaim25_anomaly_ge1_5_1200_c20,0.02,0.25,anomaly_ge1_5,1200,20,-0.1526191288366484,0.20947721871269054,,True,38,32,36,1,1.0,,,,-0.008478840490924913,9,3,-0.008088490800338594,7,3,-0.009762859006937108,6,2
tail02_reclaim25_anomaly_ge1_5_final_c5,0.02,0.25,anomaly_ge1_5,final,5,-0.05437707334796066,0.1635505657600413,,True,40,33,36,0,1.0,,,,-0.003020948519331148,8,3,-0.0011685787641886435,6,3,0.0027976021452491145,5,2
tail02_reclaim25_anomaly_ge1_5_final_c10,0.02,0.25,anomaly_ge1_5,final,10,-0.09037707334796069,0.17510900370416804,,True,40,33,36,0,1.0,,,,-0.005020948519331149,8,3,-0.003235245430855312,6,3,0.0004642688119157797,5,2
tail02_reclaim25_anomaly_ge1_5_final_c20,0.02,0.25,anomaly_ge1_5,final,20,-0.1623770733479607,0.20270853790163243,,True,40,33,36,0,1.0,,,,-0.009020948519331154,8,3,-0.007368578764188647,6,3,-0.004202397854750889,5,2
tail02_reclaim25_anomaly_ge2_1200_c5,0.02,0.25,anomaly_ge2,1200,5,-0.07209152231757249,0.10865952547341741,,True,21,18,20,1,1.0,,,,-0.004005084573198471,8,5,-0.0037199836990668643,6,5,-0.005310140714292057,6,3
tail02_reclaim25_anomaly_ge2_1200_c10,0.02,0.25,anomaly_ge2,1200,10,-0.0910915223175725,0.11758673322716294,,True,21,18,20,1,1.0,,,,-0.005060640128754028,8,5,-0.0046533170324001985,6,5,-0.00639347404762539,6,3
tail02_reclaim25_anomaly_ge2_1200_c20,0.02,0.25,anomaly_ge2,1200,20,-0.1290915223175725,0.14065496215505047,,True,21,18,20,1,1.0,,,,-0.0071717512398651396,8,5,-0.006519983699066865,6,5,-0.008560140714292059,6,3
tail02_reclaim25_anomaly_ge2_final_c5,0.02,0.25,anomaly_ge2,final,5,-0.006111647647440821,0.08501930393205176,,True,23,19,20,0,1.0,,,,-0.0003395359804133789,6,5,0.0020491162825126787,4,5,0.001108173543971085,4,3
tail02_reclaim25_anomaly_ge2_final_c10,0.02,0.25,anomaly_ge2,final,10,-0.02611164764744083,0.09425930166296899,,True,23,19,20,0,1.0,,,,-0.001450647091524491,6,5,0.001049116282512678,4,5,-5.849312269558231e-05,4,3
tail02_reclaim25_anomaly_ge2_final_c20,0.02,0.25,anomaly_ge2,final,20,-0.06611164764744085,0.11331831048050608,,True,23,19,20,0,1.0,,,,-0.003672869313746713,7,5,-0.0009508837174873224,5,5,-0.0023918264560289166,5,3
tail02_reclaim50_all_1200_c5,0.02,0.5,all,1200,5,0.0760219543873491,0.02834693493301366,23.0,False,22,19,21,0,1.0,2.1557604880668935,2.7580890832577833,0.49622506179187487,0.004223441910408283,7,3,0.007630432514777985,5,3,0.00983782048966878,4,2
tail02_reclaim50_all_1200_c10,0.02,0.5,all,1200,10,0.055021954387349095,0.03349619434962072,23.0,False,22,19,21,0,1.0,2.887667791211764,3.629011813683939,0.6674426494353162,0.0030567752437416166,7,3,0.006430432514777984,5,3,0.008504487156335444,4,2
tail02_reclaim50_all_1200_c20,0.02,0.5,all,1200,20,0.013021954387349113,0.044247466450452834,,True,22,19,21,0,1.0,11.433393257659798,13.797876811657709,2.666573540384684,0.000723441910408284,8,3,0.0040304325147779855,5,3,0.005837820489668778,4,2
tail02_reclaim50_all_final_c5,0.02,0.5,all,final,5,0.10832712877385614,0.053997036367438744,12.0,False,22,19,21,0,1.0,1.8761179949243572,2.630986887936239,0.6710161984127474,0.006018173820769785,6,3,0.009836771991645354,4,3,0.010947174908818936,4,2
tail02_reclaim50_all_final_c10,0.02,0.5,all,final,10,0.08732712877385612,0.0553036578705762,12.0,False,22,19,21,0,1.0,2.2700216807135742,3.1491617699232917,0.8094764951892469,0.004851507154103119,7,3,0.008636771991645354,5,3,0.009613841575485602,4,2
tail02_reclaim50_all_final_c20,0.02,0.5,all,final,20,0.04532712877385612,0.05876500956899094,,True,22,19,21,0,1.0,4.152799454169043,5.625930040353219,1.4712879447432872,0.002518173820769785,7,3,0.006236771991645353,5,3,0.006947174908818935,4,2
tail02_reclaim50_participation_q50_1200_c5,0.02,0.5,participation_q50,1200,5,0.0681053094464581,0.030041218948651197,,True,16,15,16,0,1.0,2.075956950300815,2.334289471814698,0.4995421387101119,0.003783628302581005,5,7,0.007102656185385251,3,7,0.007994679450218126,3,5
tail02_reclaim50_participation_q50_1200_c10,0.02,0.5,participation_q50,1200,10,0.052105309446458095,0.034044661404856374,,True,16,15,16,0,1.0,2.617462441863173,2.8591617322344893,0.6337448580423377,0.0028947394136921156,5,7,0.006235989518718584,3,7,0.006994679450218126,3,5
tail02_reclaim50_participation_q50_1200_c20,0.02,0.5,participation_q50,1200,20,0.02010530944645811,0.04232215424767496,,True,16,15,16,0,1.0,6.286085316633963,6.415096825991444,1.5429492403989147,0.001116961635914339,6,7,0.004502656185385251,3,7,0.004994679450218127,3,5
tail02_reclaim50_participation_q50_final_c5,0.02,0.5,participation_q50,final,5,0.13499975359677985,0.05401777116653314,12.0,False,16,15,16,0,1.0,1.4086347362095688,1.880466802527762,0.538439931912105,0.007499986310932214,3,7,0.011614946979840269,1,7,0.013201144302009507,1,5
tail02_reclaim50_participation_q50_final_c10,0.02,0.5,participation_q50,final,10,0.11899975359677983,0.055268119266539364,12.0,False,16,15,16,0,1.0,1.5560145017070641,2.049269411216422,0.5940286092887671,0.006611097422043324,4,7,0.0107482803131736,2,7,0.012201144302009507,2,5
tail02_reclaim50_participation_q50_final_c20,0.02,0.5,participation_q50,final,20,0.08699975359677985,0.05779992555286509,12.0,False,16,15,16,0,1.0,2.0134004414311377,2.5731401036572388,0.766545367977565,0.004833319644265546,4,7,0.009014946979840267,2,7,0.010201144302009508,2,5
tail02_reclaim50_participation_q67_1200_c5,0.02,0.5,participation_q67,1200,5,0.05016445208665021,0.024943364992425037,,True,12,11,12,0,1.0,2.554865744418466,1.8410018018543624,0.6781988145635797,0.0027869140048139007,5,9,0.005906599028064726,3,9,0.007383248785080908,3,6
tail02_reclaim50_participation_q67_1200_c10,0.02,0.5,participation_q67,1200,10,0.0381644520866502,0.027962468152556832,,True,12,11,12,0,1.0,3.2271769536758588,2.1578417133719734,0.8652416092185551,0.0021202473381472333,5,9,0.005306599028064725,3,9,0.006633248785080907,3,6
tail02_reclaim50_participation_q67_1200_c20,0.02,0.5,participation_q67,1200,20,0.014164452086650216,0.034155938319873735,,True,12,11,12,0,1.0,7.98925645209806,4.402065558139484,2.1900933229626958,0.0007869140048139009,6,9,0.004106599028064727,3,9,0.005133248785080908,3,6
tail02_reclaim50_participation_q67_final_c5,0.02,0.5,participation_q67,final,5,0.14334659799386174,0.012660252797414995,84.0,False,12,11,12,0,1.0,1.2286280944790113,1.4358946027291,0.5070874311081573,0.007963699888547874,4,9,0.01217140327297906,2,9,0.015214254091223825,2,6
tail02_reclaim50_participation_q67_final_c10,0.02,0.5,participation_q67,final,10,0.13134659799386172,0.013650626028506467,84.0,False,12,11,12,0,1.0,1.302809971151626,1.4909454022411448,0.5381887252085862,0.007297033221881207,4,9,0.01157140327297906,2,9,0.014464254091223825,2,6
tail02_reclaim50_participation_q67_final_c20,0.02,0.5,participation_q67,final,20,0.1073465979938617,0.01567969341182947,84.0,False,12,11,12,0,1.0,1.5009293312905951,1.6379709246958942,0.6212517152952953,0.0059636998885478736,4,9,0.010371403272979059,2,9,0.012964254091223823,2,6
tail02_reclaim50_participation_q80_1200_c5,0.02,0.5,participation_q80,1200,5,0.092828320441814,0.022843652127918144,,True,7,6,7,0,1.0,1.2752155248105181,1.0,0.3664988419102419,0.005157128913434111,2,12,0.00603068851167247,2,10,0.007538360639590587,2,7
tail02_reclaim50_participation_q80_1200_c10,0.02,0.5,participation_q80,1200,10,0.08582832044181399,0.024742577595649903,,True,7,6,7,0,1.0,1.3209639287576225,1.0,0.3847386476679812,0.004768240024545222,2,12,0.005630688511672469,2,10,0.007038360639590587,2,7
tail02_reclaim50_participation_q80_1200_c20,0.02,0.5,participation_q80,1200,20,0.07182832044181399,0.028592058943661656,,True,7,6,7,0,1.0,1.4392110901887052,0.9999999999999998,0.4318835766670508,0.0039904622467674435,3,12,0.004830688511672469,2,10,0.006038360639590586,2,7
tail02_reclaim50_participation_q80_final_c5,0.02,0.5,participation_q80,final,5,0.17258772112971799,0.012237245066585873,,True,7,6,7,0,1.0,1.0204645868802833,1.0,0.4211728253840689,0.009588206729428776,1,12,0.010784389365248222,1,10,0.013480486706560277,1,7
tail02_reclaim50_participation_q80_final_c10,0.02,0.5,participation_q80,final,10,0.16558772112971798,0.013145824882771816,,True,7,6,7,0,1.0,1.0334078902456518,1.0,0.4268991544332239,0.009199317840539888,1,12,0.010384389365248221,1,10,0.012980486706560277,1,7
tail02_reclaim50_participation_q80_final_c20,0.02,0.5,participation_q80,final,20,0.15158772112971797,0.014986523635394608,,True,7,6,7,0,1.0,1.0628806630411212,1.0,0.4399383910371815,0.00842154006276211,1,12,0.009584389365248221,1,10,0.011980486706560276,1,7
tail02_reclaim50_anomaly_ge1_1200_c5,0.02,0.5,anomaly_ge1,1200,5,0.09119787732590973,0.0328054287277574,23.0,False,17,15,16,0,1.0,1.7970278508588742,1.9749560386668874,0.41364996773542057,0.005066548740328318,6,5,0.007761874089604252,5,4,0.010002122458201613,4,3
tail02_reclaim50_anomaly_ge1_1200_c10,0.02,0.5,anomaly_ge1,1200,10,0.07519787732590971,0.03684998122451634,,True,17,15,16,0,1.0,2.112893756365731,2.2621888354791997,0.48836483580831086,0.00417765985143943,6,5,0.0068285407562709175,5,4,0.009002122458201612,4,3
tail02_reclaim50_anomaly_ge1_1200_c20,0.02,0.5,anomaly_ge1,1200,20,0.043197877325909725,0.045191821508882464,,True,17,15,16,0,1.0,3.4465842932650474,3.4749808979241577,0.8038357707121464,0.0023998820736616517,7,5,0.004961874089604251,5,4,0.0070021224582016124,4,3
tail02_reclaim50_anomaly_ge1_final_c5,0.02,0.5,anomaly_ge1,final,5,0.15194238152315326,0.039954316933530486,115.0,False,17,15,16,0,1.0,1.301346460223671,1.720565983134132,0.478400150149842,0.008441243417952958,4,5,0.01261671281284914,3,4,0.014422100935323668,3,3
tail02_reclaim50_anomaly_ge1_final_c10,0.02,0.5,anomaly_ge1,final,10,0.13594238152315324,0.041157038909682024,138.0,False,17,15,16,0,1.0,1.4177306458345733,1.849510728207328,0.5199942603827455,0.007552354529064069,5,5,0.011683379479515806,4,4,0.013422100935323667,3,3
tail02_reclaim50_anomaly_ge1_final_c20,0.02,0.5,anomaly_ge1,final,20,0.10394238152315323,0.043615877516480654,138.0,False,17,15,16,0,1.0,1.7579901256390478,2.226492116630742,0.6415983274343778,0.005774576751286291,5,5,0.009816712812849139,4,4,0.011422100935323668,3,3
tail02_reclaim50_anomaly_ge1_5_1200_c5,0.02,0.5,anomaly_ge1_5,1200,5,0.06816102456878437,0.02453342479392097,,True,10,9,10,0,1.0,1.6917126716130064,1.0,0.4991338107610906,0.003786723587154687,4,10,0.004386202120137161,4,8,0.005482752650171452,4,5
tail02_reclaim50_anomaly_ge1_5_1200_c10,0.02,0.5,anomaly_ge1_5,1200,10,0.05816102456878436,0.02744855244992566,,True,10,9,10,0,1.0,1.8966115158903496,1.0,0.5677594606220303,0.003231168031599131,4,10,0.003786202120137161,4,8,0.004732752650171451,4,5
tail02_reclaim50_anomaly_ge1_5_1200_c20,0.02,0.5,anomaly_ge1_5,1200,20,0.03816102456878437,0.03467634131414252,,True,10,9,10,0,1.0,2.6285685488431665,0.9999999999999997,0.8129098285210392,0.002120056920488021,5,10,0.0025862021201371616,4,8,0.003232752650171452,4,5
tail02_reclaim50_anomaly_ge1_5_final_c5,0.02,0.5,anomaly_ge1_5,final,5,0.11570461361693307,0.03990407412326167,,True,10,9,10,0,1.0,1.3458732066601495,1.0,0.628231285361323,0.006428034089829615,3,10,0.0069921821977292275,3,8,0.008740227747161535,3,5
tail02_reclaim50_anomaly_ge1_5_final_c10,0.02,0.5,anomaly_ge1_5,final,10,0.10570461361693306,0.042730127703724335,,True,10,9,10,0,1.0,1.4258955611928987,1.0,0.6687433567561636,0.0058724785342740594,3,10,0.006392182197729228,3,8,0.007990227747161535,3,5
tail02_reclaim50_anomaly_ge1_5_final_c20,0.02,0.5,anomaly_ge1_5,final,20,0.08570461361693306,0.04845778760320481,,True,10,9,10,0,1.0,1.6419622400140177,0.9999999999999999,0.7781291498830698,0.004761367423162947,3,10,0.005192182197729227,3,8,0.006490227747161535,3,5
tail02_reclaim50_anomaly_ge2_1200_c5,0.02,0.5,anomaly_ge2,1200,5,0.04162339935917325,0.010410245713159771,,True,4,3,4,0,1.0,1.0,1.0,0.6510782249583266,0.002312411075509625,1,14,0.002617027106163087,1,12,0.003271283882703859,1,9
tail02_reclaim50_anomaly_ge2_1200_c10,0.02,0.5,anomaly_ge2,1200,10,0.03762339935917325,0.011392762270838212,,True,4,3,4,0,1.0,1.0,1.0,0.6671403806945536,0.0020901888532874027,1,14,0.002417027106163087,1,12,0.003021283882703859,1,9
tail02_reclaim50_anomaly_ge2_1200_c20,0.02,0.5,anomaly_ge2,1200,20,0.029623399359173245,0.013374742127836884,,True,4,3,4,0,1.0,1.0,1.0,0.712277774595378,0.001645744408842958,2,14,0.002017027106163087,1,12,0.0025212838827038584,1,9
tail02_reclaim50_anomaly_ge2_final_c5,0.02,0.5,anomaly_ge2,final,5,0.09664576044800133,0.0,218.0,False,4,3,4,0,1.0,1.0,1.0,0.7521205047986597,0.0053692089137778514,0,14,0.005721591986467112,0,12,0.0071519899830838896,0,9
tail02_reclaim50_anomaly_ge2_final_c10,0.02,0.5,anomaly_ge2,final,10,0.09264576044800132,0.0,218.0,False,4,3,4,0,1.0,1.0,1.0,0.7630058600951998,0.005146986691555629,0,14,0.005521591986467111,0,12,0.006901989983083889,0,9
tail02_reclaim50_anomaly_ge2_final_c20,0.02,0.5,anomaly_ge2,final,20,0.08464576044800132,0.0,218.0,False,4,3,4,0,1.0,1.0,1.0,0.7878629453127652,0.0047025422471111845,0,14,0.005121591986467111,0,12,0.006401989983083889,0,9
tail05_reclaim00_all_1200_c5,0.05,0.0,all,1200,5,-0.22648580719276806,0.713852395136032,,True,704,110,326,22,2.0,,,,-0.01258254484404267,8,0,0.008451563588906814,6,0,0.03630939360718178,4,0
tail05_reclaim00_all_1200_c10,0.05,0.0,all,1200,10,-0.5304858071927683,0.8064518759745956,,True,704,110,326,22,2.0,,,,-0.029471433732931557,12,0,-0.008348436411093191,9,0,0.01939272694051511,6,0
tail05_reclaim00_all_1200_c20,0.05,0.0,all,1200,20,-1.1384858071927684,1.149546556274998,,True,704,110,326,22,2.0,,,,-0.06324921151070934,14,0,-0.04194843641109318,11,0,-0.014440606392818217,8,0
tail05_reclaim00_all_final_c5,0.05,0.0,all,final,5,-0.07752298844238545,0.6736621675358215,,True,764,110,326,0,2.0,,,,-0.004306832691243634,11,0,0.022129252744897774,9,0,0.03121204172273606,7,0
tail05_reclaim00_all_final_c10,0.05,0.0,all,final,10,-0.4035229884423856,0.7537798682301325,,True,764,110,326,0,2.0,,,,-0.022417943802354748,11,0,0.00392925274489776,9,0,0.012962041722736054,7,0
tail05_reclaim00_all_final_c20,0.05,0.0,all,final,20,-1.0555229884423858,1.1029189437813631,,True,764,110,326,0,2.0,,,,-0.058640166024576966,13,0,-0.03247074725510224,10,0,-0.023537958277263942,8,0
tail05_reclaim00_participation_q50_1200_c5,0.05,0.0,participation_q50,1200,5,-0.18749071941087547,0.5889023538744967,,True,494,104,281,17,2.0,,,,-0.010416151078381964,9,0,0.008267731474473829,7,0,0.02758389223930509,5,0
tail05_reclaim00_participation_q50_1200_c10,0.05,0.0,participation_q50,1200,10,-0.45149071941087554,0.6659323203081339,,True,494,104,281,17,2.0,,,,-0.02508281774504864,11,0,-0.006332268525526175,8,0,0.012667225572638415,5,0
tail05_reclaim00_participation_q50_1200_c20,0.05,0.0,participation_q50,1200,20,-0.9794907194108755,0.997996484481318,,True,494,104,281,17,2.0,,,,-0.05441615107838197,13,0,-0.03553226852552618,10,0,-0.017166107760694917,7,0
tail05_reclaim00_participation_q50_final_c5,0.05,0.0,participation_q50,final,5,0.14155847478429054,0.550515468206222,290.0,False,532,104,281,0,2.0,2.5057221130135336,4.3151315187533825,0.6015415060366353,0.007864359710238362,8,0,0.03162847888922988,5,0,0.040447340149401274,3,0
tail05_reclaim00_participation_q50_final_c10,0.05,0.0,participation_q50,final,10,-0.13944152521570963,0.6164186733317844,,True,532,104,281,0,2.0,,,,-0.007746751400872757,8,0,0.01596181222256321,5,0,0.024447340149401267,3,0
tail05_reclaim00_participation_q50_final_c20,0.05,0.0,participation_q50,final,20,-0.7014415252157098,0.7984319589467469,,True,532,104,281,0,2.0,,,,-0.038968973623094975,12,0,-0.015371521110770121,9,0,-0.007552659850598727,7,0
tail05_reclaim00_participation_q67_1200_c5,0.05,0.0,participation_q67,1200,5,-0.3278594518912039,0.5773992831762758,,True,399,100,253,12,1.0,,,,-0.018214413993955774,10,0,-0.0025907735394586884,8,0,0.01782115210806648,5,0
tail05_reclaim00_participation_q67_1200_c10,0.05,0.0,participation_q67,1200,10,-0.568859451891204,0.6383030278588783,,True,399,100,253,12,1.0,,,,-0.031603302882844665,12,0,-0.015924106872792023,9,0,0.0039044854413998117,6,0
tail05_reclaim00_participation_q67_1200_c20,0.05,0.0,participation_q67,1200,20,-1.050859451891204,1.0661964044493013,,True,399,100,253,12,1.0,,,,-0.05838108066062245,14,0,-0.04259077353945869,11,0,-0.02392884789193352,8,0
tail05_reclaim00_participation_q67_final_c5,0.05,0.0,participation_q67,final,5,0.022875848410435662,0.47250488868672086,299.0,False,424,101,253,0,1.0,15.505706900455468,26.450356601656008,4.37783340663226,0.0012708804672464285,9,0,0.021308083976801152,6,0,0.02821985475894971,4,0
tail05_reclaim00_participation_q67_final_c10,0.05,0.0,participation_q67,final,10,-0.23012415158956437,0.5269426725995368,,True,424,101,253,0,1.0,,,,-0.01278467508830913,10,0,0.007241417310134477,7,0,0.013553188092283041,5,0
tail05_reclaim00_participation_q67_final_c20,0.05,0.0,participation_q67,final,20,-0.7361241515895645,0.7885616159483484,,True,424,101,253,0,1.0,,,,-0.04089578619942024,13,0,-0.02089191602319885,10,0,-0.01578014524105029,8,0
tail05_reclaim00_participation_q80_1200_c5,0.05,0.0,participation_q80,1200,5,-0.1960995703544729,0.5354845694933581,,True,314,97,218,7,1.0,,,,-0.010894420575248497,10,0,0.005392011901304935,8,0,0.022911771663717342,5,0
tail05_reclaim00_participation_q80_1200_c10,0.05,0.0,participation_q80,1200,10,-0.4070995703544731,0.5855031672421247,,True,314,97,218,7,1.0,,,,-0.022616642797470728,11,0,-0.006407988098695072,9,0,0.010578438330383999,6,0
tail05_reclaim00_participation_q80_1200_c20,0.05,0.0,participation_q80,1200,20,-0.8290995703544732,0.8563432315914615,,True,314,97,218,7,1.0,,,,-0.046061087241915176,12,0,-0.030007988098695072,10,0,-0.014088228336282657,7,0
tail05_reclaim00_participation_q80_final_c5,0.05,0.0,participation_q80,final,5,0.15596997507446303,0.3662766052709035,102.0,False,326,98,218,0,1.0,2.2102408505749542,3.928673490847692,0.7083674423006769,0.008664998615247946,6,0,0.025019110148993835,4,0,0.0276226663479691,3,0
tail05_reclaim00_participation_q80_final_c10,0.05,0.0,participation_q80,final,10,-0.062030024925537164,0.412249834567037,,True,326,98,218,0,1.0,,,,-0.003446112495863168,8,0,0.012752443482327161,6,0,0.014789333014635758,5,0
tail05_reclaim00_participation_q80_final_c20,0.05,0.0,participation_q80,final,20,-0.4980300249255373,0.5810785127749527,,True,326,98,218,0,1.0,,,,-0.027668334718085386,9,0,-0.011780889851006168,7,0,-0.010877333652030904,6,0
tail05_reclaim00_anomaly_ge1_1200_c5,0.05,0.0,anomaly_ge1,1200,5,0.08869553159401863,0.4882871663786051,210.0,False,528,106,286,15,2.0,3.5665478486416755,6.3692664484072665,0.9353598430782146,0.004927529533001038,9,0,0.015921147124060488,8,0,0.04266517151049195,5,0
tail05_reclaim00_anomaly_ge1_1200_c10,0.05,0.0,anomaly_ge1,1200,10,-0.18230446840598138,0.5598405789437884,,True,528,106,286,15,2.0,,,,-0.010128026022554523,11,0,0.000921147124060485,9,0,0.027415171510491946,6,0
tail05_reclaim00_anomaly_ge1_1200_c20,0.05,0.0,anomaly_ge1,1200,20,-0.7243044684059814,0.7547728644256764,,True,528,106,286,15,2.0,,,,-0.04023913713366563,13,0,-0.029078852875939514,10,0,-0.003084828489508043,7,0
tail05_reclaim00_anomaly_ge1_final_c5,0.05,0.0,anomaly_ge1,final,5,0.18114698011662514,0.5085463536819973,210.0,False,562,106,286,0,2.0,2.038054177396751,3.5201037536493893,0.41149969508249395,0.010063721117590282,9,0,0.02512692060121404,7,0,0.04012760907504709,5,0
tail05_reclaim00_anomaly_ge1_final_c10,0.05,0.0,anomaly_ge1,final,10,-0.10485301988337506,0.5796632558767454,,True,562,106,286,0,2.0,,,,-0.005825167771298611,9,0,0.0091935872678807,7,0,0.023960942408380415,5,0
tail05_reclaim00_anomaly_ge1_final_c20,0.05,0.0,anomaly_ge1,final,20,-0.6768530198833753,0.7415661118467822,,True,562,106,286,0,2.0,,,,-0.037602945549076394,12,0,-0.022673079398785972,9,0,-0.008372390924952917,7,0
tail05_reclaim00_anomaly_ge1_5_1200_c5,0.05,0.0,anomaly_ge1_5,1200,5,-0.03741124073866853,0.46111830291761635,,True,347,97,225,10,1.0,,,,-0.0020784022632593636,8,0,0.008700435465428879,7,0,0.03047704171015565,5,0
tail05_reclaim00_anomaly_ge1_5_1200_c10,0.05,0.0,anomaly_ge1_5,1200,10,-0.25241124073866866,0.5160706903543304,,True,347,97,225,10,1.0,,,,-0.01402284670770381,10,0,-0.0032328978679044564,8,0,0.018227041710155642,5,0
tail05_reclaim00_anomaly_ge1_5_1200_c20,0.05,0.0,anomaly_ge1_5,1200,20,-0.6824112407386689,0.8005496913264426,,True,347,97,225,10,1.0,,,,-0.0379117355965927,10,0,-0.027099564534571123,8,0,-0.006272958289844349,5,0
tail05_reclaim00_anomaly_ge1_5_final_c5,0.05,0.0,anomaly_ge1_5,final,5,0.05456744908636191,0.4075677492077623,,True,365,99,225,0,1.0,7.9742104211461795,12.94806980381382,2.539710737090661,0.0030315249492423296,9,0,0.016197742398295318,7,0,0.02182414811786502,5,0
tail05_reclaim00_anomaly_ge1_5_final_c10,0.05,0.0,anomaly_ge1_5,final,10,-0.17043255091363832,0.4760079166200449,,True,365,99,225,0,1.0,,,,-0.009468475050757673,9,0,0.0036644090649619768,7,0,0.00899081478453168,5,0
tail05_reclaim00_anomaly_ge1_5_final_c20,0.05,0.0,anomaly_ge1_5,final,20,-0.6204325509136384,0.8303337505498712,,True,365,99,225,0,1.0,,,,-0.034468475050757674,10,0,-0.021402257601704684,8,0,-0.016675851882134985,6,0
tail05_reclaim00_anomaly_ge2_1200_c5,0.05,0.0,anomaly_ge2,1200,5,-0.02675184437631864,0.28337771934234157,235.0,False,215,88,154,5,1.0,,,,-0.001486213576462142,7,0,0.004572296316469645,6,0,0.011612265029228219,4,0
tail05_reclaim00_anomaly_ge2_1200_c10,0.05,0.0,anomaly_ge2,1200,10,-0.17575184437631872,0.32133416243346347,,True,215,88,154,5,1.0,,,,-0.009763991354239925,9,0,-0.0035610370168636953,8,0,0.003028931695894878,6,0
tail05_reclaim00_anomaly_ge2_1200_c20,0.05,0.0,anomaly_ge2,1200,20,-0.4737518443763187,0.5621029686551381,,True,215,88,154,5,1.0,,,,-0.02631954690979548,11,0,-0.01982770368353036,9,0,-0.014137734970771787,7,0
tail05_reclaim00_anomaly_ge2_final_c5,0.05,0.0,anomaly_ge2,final,5,0.2304555295165116,0.2663737504204126,74.0,False,222,90,154,0,1.0,1.810080590804351,3.0343786718086196,0.6768825168222231,0.012803084973139534,8,0,0.021581519065133645,6,0,0.023998827471624826,4,0
tail05_reclaim00_anomaly_ge2_final_c10,0.05,0.0,anomaly_ge2,final,10,0.07645552951651147,0.30380087168558884,224.0,False,222,90,154,0,1.0,5.390624898260233,9.015559082831341,1.9683510111879368,0.004247529417583972,8,0,0.01311485239846697,6,0,0.015165494138291486,4,0
tail05_reclaim00_anomaly_ge2_final_c20,0.05,0.0,anomaly_ge2,final,20,-0.23154447048348858,0.4544114057052024,,True,222,90,154,0,1.0,,,,-0.012863581693527136,9,0,-0.00381848093486636,7,0,-0.0025011725283751764,5,0
tail05_reclaim10_all_1200_c5,0.05,0.1,all,1200,5,-0.017141581492823174,0.4707204103284487,242.0,False,520,106,282,20,2.0,,,,-0.0009523100829346211,9,0,0.013374943380841465,7,0,0.027320177162176648,5,0
tail05_reclaim10_all_1200_c10,0.05,0.1,all,1200,10,-0.27914158149282325,0.5383687881093175,,True,520,106,282,20,2.0,,,,-0.01550786563849018,10,0,-0.0011583899524918691,8,0,0.012986843828843306,6,0
tail05_reclaim10_all_1200_c20,0.05,0.1,all,1200,20,-0.8031415814928232,0.812467596528122,,True,520,106,282,20,2.0,,,,-0.04461897674960129,11,0,-0.03022505661915853,9,0,-0.01567982283782336,7,0
tail05_reclaim10_all_final_c5,0.05,0.1,all,final,5,0.557138993768058,0.3254281364008214,41.0,False,566,106,282,0,2.0,0.7705724524717801,1.253816293787891,0.23832194340457297,0.03095216632044767,7,0,0.04981999498495656,5,0,0.040099698828567815,4,0
tail05_reclaim10_all_final_c10,0.05,0.1,all,final,10,0.27513899376805784,0.3904184585943243,45.0,False,566,106,282,0,2.0,1.5421876593515877,2.5025531236456757,0.4495731874058298,0.015285499653780997,10,0,0.03401999498495655,8,0,0.024516365495234473,7,0
tail05_reclaim10_all_final_c20,0.05,0.1,all,final,20,-0.28886100623194216,0.5270263875357096,,True,566,106,282,0,2.0,,,,-0.016047833679552335,11,0,0.0024199949849565625,9,0,-0.006650301171432184,8,0
