variant,pair,threshold_bp,hold_min,confirmation,overshoot_bp,cost_bp_side,trades,trades_per_session,gross_return,net_return,recent12_return,recent18_return,mean_trade_bp,green_all_days,green_active_days,positive_month_fraction,positive_week_fraction,max_drawdown,recovery_sessions,block_returns,worst_day
SMH_SOXL_SOXS_reversal_t40_h10_one_bar_opposite_ov10,SMH_SOXL_SOXS,40,10,one_bar_opposite,10,2,224,0.13076474022183304,-0.1195291593037312,-0.2091291593037311,0.04664412659485359,-0.1915903916503504,-9.336123183202284,0.03619381202568593,0.5081967213114754,0.1927710843373494,0.09192200557103064,0.4416101624957712,,"[0.05451135156624605, -0.2439069367956248, -0.01973357407435225]",-0.33120250500082055
SMH_SOXL_SOXS_reversal_t40_h10_one_bar_opposite_ov10,SMH_SOXL_SOXS,40,10,one_bar_opposite,10,5,224,0.13076474022183304,-0.1195291593037312,-0.3435291593037314,0.028044126594853558,-0.23539039165035047,-15.336123183202295,0.03269118505545826,0.45901639344262296,0.18072289156626506,0.0807799442896936,0.5258255197733043,,"[0.01731135156624597, -0.28410693679562493, -0.07673357407435244]",-0.33780250500082054
SMH_SOXL_SOXS_reversal_t40_h10_one_bar_opposite_ov10,SMH_SOXL_SOXS,40,10,one_bar_opposite,10,10,224,0.13076474022183304,-0.1195291593037312,-0.5675291593037316,-0.002955873405146449,-0.30839039165035054,-25.3361231832023,0.03152364273204904,0.4426229508196721,0.1686746987951807,0.0807799442896936,0.6697212219867051,,"[-0.044688648433754086, -0.351106936795625, -0.17173357407435252]",-0.34880250500082055
SMH_SOXL_SOXS_reversal_t40_h10_one_bar_opposite_ov20,SMH_SOXL_SOXS,40,10,one_bar_opposite,20,2,135,0.07880910683012259,0.260771314412642,0.20677131441264204,0.15020021530210298,0.30547629607626936,15.3163936601957,0.024518388791593695,0.5316455696202531,0.18072289156626506,0.07242339832869081,0.3104965966117155,,"[0.19808947763031143, -0.3385651672268311, 0.3472470040091617]",-0.1361278945711613
SMH_SOXL_SOXS_reversal_t40_h10_one_bar_opposite_ov20,SMH_SOXL_SOXS,40,10,one_bar_opposite,20,5,135,0.07880910683012259,0.260771314412642,0.1257713144126419,0.14000021530210294,0.2796762960762693,9.316393660195695,0.022183304144775248,0.4810126582278481,0.1686746987951807,0.06685236768802229,0.34014872553662107,,"[0.1716894776303114, -0.36196516722683114, 0.31604700400916164]",-0.13852789457116133
SMH_SOXL_SOXS_reversal_t40_h10_one_bar_opposite_ov20,SMH_SOXL_SOXS,40,10,one_bar_opposite,20,10,135,0.07880910683012259,0.260771314412642,-0.009228685587358232,0.12300021530210295,0.2366762960762693,-0.6836063398043104,0.022183304144775248,0.4810126582278481,0.14457831325301204,0.06406685236768803,0.39245011014575504,,"[0.12768947763031135, -0.4009651672268312, 0.26404700400916165]",-0.14252789457116133
SMH_SOXL_SOXS_reversal_t40_h15_none_ov0,SMH_SOXL_SOXS,40,15,none,0,2,776,0.45300642148277875,0.39457374233073883,0.08417374233073927,0.26254253861972926,0.6369529215485985,1.0847131743651994,0.1039112667834209,0.4823848238482385,0.3855421686746988,0.25348189415041783,0.6366293426732963,242.0,"[-0.3874747880231246, -0.10872112720345634, 0.5803696575573201]",-0.17617700003036765
SMH_SOXL_SOXS_reversal_t40_h15_none_ov0,SMH_SOXL_SOXS,40,15,none,0,5,776,0.45300642148277875,0.39457374233073883,-0.38142625766926186,0.21634253861972919,0.5235529215485983,-4.9152868256348174,0.10040863981319323,0.46612466124661245,0.3614457831325301,0.23676880222841226,1.0050293426732986,,"[-0.5254747880231249, -0.2713211272034567, 0.4153696575573197]",-0.18577700003036768
SMH_SOXL_SOXS_reversal_t40_h15_none_ov0,SMH_SOXL_SOXS,40,15,none,0,10,776,0.45300642148277875,0.39457374233073883,-1.1574262576692627,0.13934253861972912,0.33455292154859817,-14.915286825634825,0.09457092819614711,0.43902439024390244,0.3614457831325301,0.22562674094707522,1.6190293426732967,,"[-0.7554747880231251, -0.5423211272034569, 0.14036965755731945]",-0.2017770000303677
SMH_SOXL_SOXS_reversal_t40_h15_none_ov10,SMH_SOXL_SOXS,40,15,none,10,2,358,0.208990075890251,0.4898057993344481,0.34660579933444835,0.06531039767798028,0.21173942367248005,9.681726238392406,0.05837711617046118,0.5291005291005291,0.26506024096385544,0.1615598885793872,0.2464760260542026,477.0,"[-0.11765219931440073, 0.19842547393989632, 0.2658325247089527]",-0.1434442833515343
SMH_SOXL_SOXS_reversal_t40_h15_none_ov10,SMH_SOXL_SOXS,40,15,none,10,5,358,0.208990075890251,0.4898057993344481,0.1318057993344478,0.03711039767798019,0.14633942367247987,3.6817262383923963,0.05779334500875657,0.5238095238095238,0.24096385542168675,0.15041782729805014,0.2779904964006621,612.0,"[-0.18005219931440086, 0.1306254739398962, 0.18123252470895246]",-0.14884428335153432
SMH_SOXL_SOXS_reversal_t40_h15_none_ov10,SMH_SOXL_SOXS,40,15,none,10,10,358,0.208990075890251,0.4898057993344481,-0.22619420066555251,-0.009889602322019832,0.037339423672479825,-6.318273761607612,0.05487448920023351,0.4973544973544973,0.21686746987951808,0.14206128133704735,0.3993808824102719,,"[-0.28405219931440095, 0.017625473939896125, 0.04023252470895239]",-0.15784428335153433
SMH_SOXL_SOXS_reversal_t40_h15_none_ov20,SMH_SOXL_SOXS,40,15,none,20,2,228,0.1330998248686515,0.3239879852330546,0.23278798523305472,0.10113897574825832,0.08773819518062503,10.20999935232696,0.040280210157618214,0.5847457627118644,0.2891566265060241,0.11977715877437325,0.21896493152125718,464.0,"[0.0023576222349034927, 0.018972880558494408, 0.2114574824396568]",-0.14507253905163242
SMH_SOXL_SOXS_reversal_t40_h15_none_ov20,SMH_SOXL_SOXS,40,15,none,20,5,228,0.1330998248686515,0.3239879852330546,0.09598798523305441,0.08373897574825828,0.04573819518062494,4.209999352326948,0.0396964389959136,0.576271186440678,0.27710843373493976,0.116991643454039,0.23548144550988698,572.0,"[-0.04444237776509663, -0.019427119441505658, 0.1598574824396567]",-0.14987253905163245
SMH_SOXL_SOXS_reversal_t40_h15_none_ov20,SMH_SOXL_SOXS,40,15,none,20,10,228,0.1330998248686515,0.3239879852330546,-0.13201201476694574,0.05473897574825827,-0.024261804819375107,-5.79000064767306,0.03911266783420899,0.5677966101694916,0.24096385542168675,0.11142061281337047,0.28433143982417064,,"[-0.12244237776509669, -0.08342711944150571, 0.07385748243965666]",-0.15787253905163245
SMH_SOXL_SOXS_reversal_t40_h15_one_bar_opposite_ov0,SMH_SOXL_SOXS,40,15,one_bar_opposite,0,2,458,0.2673671920607122,0.09760278293725799,-0.08559721706274206,0.12680554026958818,-0.4855047249748858,-1.8689348703655564,0.07180385288966724,0.5061728395061729,0.39759036144578314,0.19498607242339833,0.5035453177206962,,"[0.2475365630789042, -0.03507165405715989, -0.29806212608448623]",-0.4085131974864961
SMH_SOXL_SOXS_reversal_t40_h15_one_bar_opposite_ov0,SMH_SOXL_SOXS,40,15,one_bar_opposite,0,5,458,0.2673671920607122,0.09760278293725799,-0.3603972170627424,0.09860554026958812,-0.5575047249748859,-7.868934870365555,0.07005253940455342,0.49382716049382713,0.3855421686746988,0.1894150417827298,0.609824524337174,,"[0.1623365630789041, -0.12027165405716, -0.4024621260844865]",-0.4181131974864961
SMH_SOXL_SOXS_reversal_t40_h15_one_bar_opposite_ov0,SMH_SOXL_SOXS,40,15,one_bar_opposite,0,10,458,0.2673671920607122,0.09760278293725799,-0.8183972170627427,0.05160554026958808,-0.677504724974886,-17.868934870365567,0.06654991243432574,0.4691358024691358,0.3493975903614458,0.16991643454038996,0.9189373331728234,,"[0.02033656307890401, -0.26227165405716013, -0.5764621260844867]",-0.4341131974864961
SMH_SOXL_SOXS_reversal_t40_h15_one_bar_opposite_ov10,SMH_SOXL_SOXS,40,15,one_bar_opposite,10,2,208,0.12142440163455925,0.33853768034814025,0.2553376803481403,0.019297586818864433,-0.05102346717705407,12.275850016737504,0.03911266783420899,0.5491803278688525,0.20481927710843373,0.11142061281337047,0.2680287344397377,,"[0.25001827119011644, -0.06779724880615359, 0.07311665796417743]",-0.3311937250623208
SMH_SOXL_SOXS_reversal_t40_h15_one_bar_opposite_ov10,SMH_SOXL_SOXS,40,15,one_bar_opposite,10,5,208,0.12142440163455925,0.33853768034814025,0.13053768034814006,0.0012975868188643824,-0.0912234671770541,6.275850016737503,0.03794512551079977,0.5327868852459017,0.20481927710843373,0.10863509749303621,0.304562047973549,,"[0.21581827119011632, -0.10619724880615367, 0.02091665796417741]",-0.33659372506232077
SMH_SOXL_SOXS_reversal_t40_h15_one_bar_opposite_ov10,SMH_SOXL_SOXS,40,15,one_bar_opposite,10,10,208,0.12142440163455925,0.33853768034814025,-0.07746231965186008,-0.02870241318113563,-0.15822346717705416,-3.7241499832625062,0.03677758318739054,0.5163934426229508,0.20481927710843373,0.10584958217270195,0.40616582183711164,,"[0.15881827119011627, -0.17019724880615372, -0.06608334203582264]",-0.3455937250623208
SMH_SOXL_SOXS_reversal_t40_h15_one_bar_opposite_ov20,SMH_SOXL_SOXS,40,15,one_bar_opposite,20,2,129,0.07530647985989491,0.4021942602525769,0.3505942602525769,0.13171724354740383,0.29881134080017,27.177849631982706,0.02626970227670753,0.569620253164557,0.1927710843373494,0.08635097493036212,0.24944838974054184,206.0,"[0.2730213236843521, -0.2539158045356455, 0.33148874110387033]",-0.10498277527537175
SMH_SOXL_SOXS_reversal_t40_h15_one_bar_opposite_ov20,SMH_SOXL_SOXS,40,15,one_bar_opposite,20,5,129,0.07530647985989491,0.4021942602525769,0.27319426025257676,0.12211724354740383,0.27481134080017,21.177849631982696,0.02568593111500292,0.5569620253164557,0.1927710843373494,0.08356545961002786,0.28065410492252035,208.0,"[0.24782132368435206, -0.2767158045356456, 0.3020887411038703]",-0.10738277527537177
SMH_SOXL_SOXS_reversal_t40_h15_one_bar_opposite_ov20,SMH_SOXL_SOXS,40,15,one_bar_opposite,20,10,129,0.07530647985989491,0.4021942602525769,0.14419426025257664,0.10611724354740383,0.23481134080016997,11.177849631982687,0.02568593111500292,0.5569620253164557,0.1927710843373494,0.08356545961002786,0.33554940683404777,,"[0.20582132368435202, -0.3147158045356456, 0.25308874110387025]",-0.11138277527537177
SMH_SOXL_SOXS_reversal_t40_h20_none_ov0,SMH_SOXL_SOXS,40,20,none,0,2,721,0.4208990075890251,0.9203829337269404,0.631982933726941,0.24824108870621459,0.9218058244689193,8.765366625893769,0.1085814360770578,0.5040650406504065,0.40963855421686746,0.2618384401114206,0.6346337117777301,519.0,"[0.12233461032219944, -0.5834171533533943, 1.0930654767581354]",-0.23567735680922286
SMH_SOXL_SOXS_reversal_t40_h20_none_ov0,SMH_SOXL_SOXS,40,20,none,0,5,721,0.4208990075890251,0.9203829337269404,0.19938293372693972,0.2050410887062145,0.817405824468919,2.765366625893755,0.10566258026853473,0.4905149051490515,0.3493975903614458,0.2479108635097493,0.8356170150512114,736.0,"[-0.0024653896778008555, -0.7400171533533947, 0.9418654767581353]",-0.2434773568092229
SMH_SOXL_SOXS_reversal_t40_h20_none_ov0,SMH_SOXL_SOXS,40,20,none,0,10,721,0.4208990075890251,0.9203829337269404,-0.5216170662730608,0.13304108870621445,0.6434058244689188,-7.234633374106254,0.10099241097489783,0.46883468834688347,0.3373493975903614,0.22284122562674094,1.329196343038285,,"[-0.210465389677801, -1.001017153353395, 0.689865476758135]",-0.2564773568092229
SMH_SOXL_SOXS_reversal_t40_h20_none_ov10,SMH_SOXL_SOXS,40,20,none,10,2,335,0.19556333917104496,0.26355006649114965,0.12955006649114975,0.04531813328744613,-0.07418238012223748,3.8671661639149177,0.06187974314068885,0.5608465608465608,0.27710843373493976,0.16434540389972144,0.41007843420599394,,"[0.05102968228186227, 0.12851940592521777, -0.04999902171593025]",-0.3421949649461919
SMH_SOXL_SOXS_reversal_t40_h20_none_ov10,SMH_SOXL_SOXS,40,20,none,10,5,335,0.19556333917104496,0.26355006649114965,-0.07144993350885065,0.02011813328744605,-0.13238238012223758,-2.132833836085094,0.06187974314068885,0.5608465608465608,0.26506024096385544,0.15877437325905291,0.4923611857266485,,"[-0.006570317718137875, 0.06191940592521761, -0.12679902171593038]",-0.3487949649461919
SMH_SOXL_SOXS_reversal_t40_h20_none_ov10,SMH_SOXL_SOXS,40,20,none,10,10,335,0.19556333917104496,0.26355006649114965,-0.4064499335088509,-0.021881866712553988,-0.22938238012223766,-12.132833836085103,0.0595446584938704,0.5396825396825397,0.25301204819277107,0.1532033426183844,0.662981520534345,,"[-0.10257031771813793, -0.04908059407478248, -0.2547990217159305]",-0.3597949649461919
SMH_SOXL_SOXS_reversal_t40_h20_none_ov20,SMH_SOXL_SOXS,40,20,none,20,2,216,0.12609457092819615,0.4429710517835612,0.3565710517835613,0.12495199132238058,0.20281142192358936,16.507919064053755,0.040280210157618214,0.5847457627118644,0.25301204819277107,0.116991643454039,0.2762645439532757,155.0,"[0.09686742880757515, 0.013896174244627621, 0.24580744873135854]",-0.14889645774612084
SMH_SOXL_SOXS_reversal_t40_h20_none_ov20,SMH_SOXL_SOXS,40,20,none,20,5,216,0.12609457092819615,0.4429710517835612,0.22697105178356103,0.10815199132238051,0.16441142192358926,10.507919064053752,0.040280210157618214,0.5847457627118644,0.25301204819277107,0.11420612813370473,0.31805165589282425,,"[0.051867428807575, -0.023303825755372487, 0.19840744873135852]",-0.15249645774612086
SMH_SOXL_SOXS_reversal_t40_h20_none_ov20,SMH_SOXL_SOXS,40,20,none,20,10,216,0.12609457092819615,0.4429710517835612,0.01097105178356085,0.08015199132238049,0.1004114219235892,0.5079190640537424,0.03911266783420899,0.5677966101694916,0.24096385542168675,0.10584958217270195,0.3988177879725532,,"[-0.02313257119242505, -0.08530382575537254, 0.11940744873135845]",-0.15849645774612087
SMH_SOXL_SOXS_reversal_t40_h20_one_bar_opposite_ov0,SMH_SOXL_SOXS,40,20,one_bar_opposite,0,2,428,0.24985405720957385,-0.6246263310948497,-0.7958263310948497,0.10965223556803219,-0.8005974159158216,-18.59407315642173,0.07063631056625802,0.49794238683127573,0.3855421686746988,0.18662952646239556,0.9699837539050082,,"[0.07296873680335608, -0.2944383109569966, -0.5743567569412091]",-0.504059230676672
SMH_SOXL_SOXS_reversal_t40_h20_one_bar_opposite_ov0,SMH_SOXL_SOXS,40,20,one_bar_opposite,0,5,428,0.24985405720957385,-0.6246263310948497,-1.05262633109485,0.08265223556803214,-0.8671974159158217,-24.59407315642173,0.06771745475773497,0.4773662551440329,0.3373493975903614,0.17827298050139276,1.152489490739141,,"[-0.0032312631966440186, -0.37843831095699676, -0.6709567569412093]",-0.5088592306766719
SMH_SOXL_SOXS_reversal_t40_h20_one_bar_opposite_ov0,SMH_SOXL_SOXS,40,20,one_bar_opposite,0,10,428,0.24985405720957385,-0.6246263310948497,-1.4806263310948502,0.0376522355680321,-0.9781974159158217,-34.594073156421736,0.0647985989492119,0.4567901234567901,0.3132530120481928,0.1671309192200557,1.4700649706249385,,"[-0.13023126319664413, -0.5184383109569969, -0.8319567569412094]",-0.5168592306766719
SMH_SOXL_SOXS_reversal_t40_h20_one_bar_opposite_ov10,SMH_SOXL_SOXS,40,20,one_bar_opposite,10,2,200,0.11675423234092236,0.24312354123937274,0.1631235412393729,0.010325686192493022,0.04597402224151028,8.156177061968627,0.037361354349095155,0.5245901639344263,0.2289156626506024,0.10584958217270195,0.29649065097291954,,"[0.170294188881343, -0.15578861663536797, 0.14861796899339777]",-0.19288676817088668
SMH_SOXL_SOXS_reversal_t40_h20_one_bar_opposite_ov10,SMH_SOXL_SOXS,40,20,one_bar_opposite,10,5,200,0.11675423234092236,0.24312354123937274,0.043123541239372565,-0.0070743138075070044,0.007574022241510273,2.156177061968628,0.03677758318739054,0.5163934426229508,0.2289156626506024,0.10584958217270195,0.3399482632359828,,"[0.13729418888134293, -0.19298861663536804, 0.09881796899339768]",-0.19746191457705198
SMH_SOXL_SOXS_reversal_t40_h20_one_bar_opposite_ov10,SMH_SOXL_SOXS,40,20,one_bar_opposite,10,10,200,0.11675423234092236,0.24312354123937274,-0.15687645876062759,-0.03607431380750702,-0.056425977758489766,-7.843822938031381,0.03561004086398132,0.5,0.20481927710843373,0.09749303621169916,0.4493109114703094,,"[0.08229418888134288, -0.2549886166353681, 0.01581796899339761]",-0.20646191457705199
SMH_SOXL_SOXS_reversal_t40_h20_one_bar_opposite_ov20,SMH_SOXL_SOXS,40,20,one_bar_opposite,20,2,126,0.07355516637478109,0.2860994357035359,0.23569943570353588,0.16242575733059378,0.33946645795858876,18.706304420915544,0.025102159953298307,0.5443037974683544,0.18072289156626506,0.0807799442896936,0.3266118855811536,815.0,"[0.16885375801138758, -0.2874966914455534, 0.35434236913770173]",-0.16562942600137137
SMH_SOXL_SOXS_reversal_t40_h20_one_bar_opposite_ov20,SMH_SOXL_SOXS,40,20,one_bar_opposite,20,5,126,0.07355516637478109,0.2860994357035359,0.1600994357035358,0.15282575733059378,0.31726645795858877,12.70630442091554,0.025102159953298307,0.5443037974683544,0.18072289156626506,0.0807799442896936,0.35785672743525765,,"[0.14365375801138758, -0.3102966914455535, 0.3267423691377017]",-0.16802942600137138
SMH_SOXL_SOXS_reversal_t40_h20_one_bar_opposite_ov20,SMH_SOXL_SOXS,40,20,one_bar_opposite,20,10,126,0.07355516637478109,0.2860994357035359,0.034099435703535685,0.13682575733059377,0.28026645795858873,2.7063044209155303,0.023934617629889084,0.5189873417721519,0.18072289156626506,0.07520891364902507,0.4196713828125609,,"[0.10165375801138754, -0.34829669144555353, 0.2807423691377017]",-0.1720294260013714
SMH_SOXL_SOXS_reversal_t50_h10_none_ov0,SMH_SOXL_SOXS,50,10,none,0,2,370,0.21599532983070635,0.338808916802526,0.19080891680252618,0.008955677890407462,0.15644995282202176,5.156997751419626,0.05137186223000584,0.5057471264367817,0.26506024096385544,0.14206128133704735,0.20987794631540443,715.0,"[0.1391162731526887, -0.09022524656789582, 0.14191789021773324]",-0.15696730107516482
SMH_SOXL_SOXS_reversal_t50_h10_none_ov0,SMH_SOXL_SOXS,50,10,none,0,5,370,0.21599532983070635,0.338808916802526,-0.031191083197474323,-0.0072443221095925825,0.09524995282202164,-0.8430022485803871,0.050204319906596614,0.4942528735632184,0.26506024096385544,0.13370473537604458,0.2597462329663056,3.0,"[0.06591627315268855, -0.15322524656789593, 0.05611789021773306]",-0.16236730107516484
SMH_SOXL_SOXS_reversal_t50_h10_none_ov0,SMH_SOXL_SOXS,50,10,none,0,10,370,0.21599532983070635,0.338808916802526,-0.40119108319747465,-0.03424432210959259,-0.006750047177978415,-10.843002248580396,0.046701692936368944,0.45977011494252873,0.24096385542168675,0.12813370473537605,0.47248538159231535,,"[-0.05608372684731155, -0.25822524656789597, -0.08688210978226703]",-0.17136730107516485
SMH_SOXL_SOXS_reversal_t50_h10_none_ov10,SMH_SOXL_SOXS,50,10,none,10,2,167,0.09748978400467016,0.17279730847568053,0.10599730847568055,-0.004737433065700038,-0.03247661401000358,6.34714422010063,0.028021015761821366,0.5052631578947369,0.1927710843373494,0.07799442896935933,0.33833780052774437,,"[-0.04071174975625309, 0.09155007386468264, 0.05515898436725098]",-0.3425868379690451
SMH_SOXL_SOXS_reversal_t50_h10_none_ov10,SMH_SOXL_SOXS,50,10,none,10,5,167,0.09748978400467016,0.17279730847568053,0.005797308475680385,-0.014937433065700056,-0.06427661401000362,0.34714422010062185,0.026853473438412143,0.4842105263157895,0.1927710843373494,0.07520891364902507,0.36902873960676913,,"[-0.07191174975625314, 0.06455007386468259, 0.013158984367250937]",-0.3497868379690451
SMH_SOXL_SOXS_reversal_t50_h10_none_ov10,SMH_SOXL_SOXS,50,10,none,10,10,167,0.09748978400467016,0.17279730847568053,-0.16120269152431968,-0.03193743306570005,-0.11727661401000365,-9.652855779899385,0.025102159953298307,0.45263157894736844,0.1686746987951807,0.06685236768802229,0.45274337459984415,,"[-0.12391174975625316, 0.019550073864682556, -0.0568410156327491]",-0.3617868379690451
SMH_SOXL_SOXS_reversal_t50_h10_none_ov20,SMH_SOXL_SOXS,50,10,none,20,2,120,0.07005253940455342,0.44541966498607066,0.39741966498607073,0.00557933244840389,0.09812718305560544,33.11830541550589,0.024518388791593695,0.6086956521739131,0.1927710843373494,0.07520891364902507,0.19920837675871897,1.0,"[0.09873258533497693, 0.1024297605260506, 0.19625731912504316]",-0.20055679916954997
SMH_SOXL_SOXS_reversal_t50_h10_none_ov20,SMH_SOXL_SOXS,50,10,none,20,5,120,0.07005253940455342,0.44541966498607066,0.32541966498607056,-0.0010206675515961328,0.0741271830556054,27.11830541550588,0.023934617629889084,0.5942028985507246,0.1927710843373494,0.07242339832869081,0.2134212185974955,2.0,"[0.07533258533497689, 0.08442976052605056, 0.1656573191250431]",-0.20535679916954996
SMH_SOXL_SOXS_reversal_t50_h10_none_ov20,SMH_SOXL_SOXS,50,10,none,20,10,120,0.07005253940455342,0.44541966498607066,0.2054196649860705,-0.012020667551596132,0.034127183055605366,17.118305415505873,0.02276707530647986,0.5652173913043478,0.1927710843373494,0.06685236768802229,0.23989226374168968,2.0,"[0.03633258533497688, 0.05442976052605056, 0.1146573191250431]",-0.21335679916954997
SMH_SOXL_SOXS_reversal_t50_h10_one_bar_opposite_ov0,SMH_SOXL_SOXS,50,10,one_bar_opposite,0,2,193,0.11266783420899007,-0.005235398846484829,-0.08243539884648482,0.06626025020772774,-0.379322715118764,-4.27126418893704,0.02568593111500292,0.4444444444444444,0.2289156626506024,0.07799442896935933,0.39171726992180983,,"[0.3234520492758737, -0.06316302962502404, -0.3427244184973344]",-0.12704844955173009
SMH_SOXL_SOXS_reversal_t50_h10_one_bar_opposite_ov0,SMH_SOXL_SOXS,50,10,one_bar_opposite,0,5,193,0.11266783420899007,-0.005235398846484829,-0.198235398846485,0.058460250207727715,-0.41352271511876404,-10.271264188937046,0.02276707530647986,0.3939393939393939,0.1927710843373494,0.07242339832869081,0.45507468642395743,,"[0.2826520492758736, -0.0901630296250241, -0.3907244184973345]",-0.1312484495517301
SMH_SOXL_SOXS_reversal_t50_h10_one_bar_opposite_ov0,SMH_SOXL_SOXS,50,10,one_bar_opposite,0,10,193,0.11266783420899007,-0.005235398846484829,-0.39123539884648517,0.045460250207727704,-0.4705227151187641,-20.271264188937057,0.021599532983070636,0.37373737373737376,0.18072289156626506,0.06406685236768803,0.573242241063459,,"[0.21465204927587359, -0.13516302962502413, -0.4707244184973346]",-0.1382484495517301
SMH_SOXL_SOXS_reversal_t50_h10_one_bar_opposite_ov10,SMH_SOXL_SOXS,50,10,one_bar_opposite,10,2,91,0.05312317571511967,-0.04707296432549468,-0.08347296432549464,0.08302065054127755,-0.16569689753977573,-9.172853222581818,0.01926444833625219,0.532258064516129,0.12048192771084337,0.052924791086350974,0.3707017830013895,,"[0.0917117329233969, -0.12037211419776574, -0.05481258305112585]",-0.34513348788014825
SMH_SOXL_SOXS_reversal_t50_h10_one_bar_opposite_ov10,SMH_SOXL_SOXS,50,10,one_bar_opposite,10,5,91,0.05312317571511967,-0.04707296432549468,-0.13807296432549476,0.07762065054127754,-0.18429689753977574,-15.172853222581843,0.018680677174547577,0.5161290322580645,0.12048192771084337,0.052924791086350974,0.4048343892692829,,"[0.07551173292339686, -0.13417211419776576, -0.07941258305112586]",-0.3499334878801482
SMH_SOXL_SOXS_reversal_t50_h10_one_bar_opposite_ov10,SMH_SOXL_SOXS,50,10,one_bar_opposite,10,10,91,0.05312317571511967,-0.04707296432549468,-0.22907296432549484,0.06862065054127753,-0.21529689753977577,-25.172853222581853,0.018680677174547577,0.5161290322580645,0.10843373493975904,0.052924791086350974,0.46260578290063303,,"[0.04851173292339683, -0.15717211419776578, -0.1204125830511259]",-0.3579334878801482
SMH_SOXL_SOXS_reversal_t50_h10_one_bar_opposite_ov20,SMH_SOXL_SOXS,50,10,one_bar_opposite,20,2,60,0.03502626970227671,0.3726805054420661,0.3486805054420661,0.09413724123242348,0.24409785930211728,58.11341757367768,0.015178050204319907,0.6046511627906976,0.13253012048192772,0.04735376044568245,0.13821308588039471,617.0,"[0.18846486298817272, -0.11302202201809604, 0.27323766447198944]",-0.060683561372199143
SMH_SOXL_SOXS_reversal_t50_h10_one_bar_opposite_ov20,SMH_SOXL_SOXS,50,10,one_bar_opposite,20,5,60,0.03502626970227671,0.3726805054420661,0.31268050544206605,0.09053724123242346,0.23089785930211726,52.11341757367768,0.014594279042615295,0.5813953488372093,0.13253012048192772,0.04735376044568245,0.14594211676051722,618.0,"[0.17886486298817272, -0.12322202201809607, 0.2570376644719894]",-0.06128356137219915
SMH_SOXL_SOXS_reversal_t50_h10_one_bar_opposite_ov20,SMH_SOXL_SOXS,50,10,one_bar_opposite,20,10,60,0.03502626970227671,0.3726805054420661,0.252680505442066,0.08453724123242345,0.20889785930211724,42.11341757367767,0.014594279042615295,0.5813953488372093,0.12048192771084337,0.04735376044568245,0.1591370916160575,824.0,"[0.1628648629881727, -0.14022202201809608, 0.23003766447198937]",-0.06228356137219915
SMH_SOXL_SOXS_reversal_t50_h15_none_ov0,SMH_SOXL_SOXS,50,15,none,0,2,333,0.19439579684763572,0.3838939129145523,0.25069391291455256,0.038737742309542786,0.12427891123573824,7.528345733169736,0.050788091068301226,0.5,0.3253012048192771,0.1532033426183844,0.2804749511775721,478.0,"[-0.07764598668274351, 0.10795055845871832, 0.22038934113857772]",-0.14291327748017082
SMH_SOXL_SOXS_reversal_t50_h15_none_ov0,SMH_SOXL_SOXS,50,15,none,0,5,333,0.19439579684763572,0.3838939129145523,0.05089391291455203,0.02373774230954273,0.0696789112357381,1.5283457331697308,0.050788091068301226,0.5,0.3132530120481928,0.14763231197771587,0.3185749055546043,1123.0,"[-0.14244598668274366, 0.049150558458718185, 0.1441893411385775]",-0.14951327748017085
SMH_SOXL_SOXS_reversal_t50_h15_none_ov0,SMH_SOXL_SOXS,50,15,none,0,10,333,0.19439579684763572,0.3838939129145523,-0.2821060870854482,-0.0012622576904572913,-0.021321088764261933,-8.471654266830278,0.04903677758318739,0.4827586206896552,0.2891566265060241,0.1392757660167131,0.4168731599050558,,"[-0.25044598668274376, -0.048849441541281874, 0.017189341138577435]",-0.16051327748017086
SMH_SOXL_SOXS_reversal_t50_h15_none_ov10,SMH_SOXL_SOXS,50,15,none,10,2,157,0.09165207238762405,0.48476610813039755,0.4219661081303976,0.027334272657722064,0.23085074380831005,26.876822173910668,0.028604786923525978,0.5157894736842106,0.21686746987951808,0.0947075208913649,0.11665844970197793,336.0,"[-0.02758316461909726, 0.18281163987747395, 0.2667376328720209]",-0.08049877859168514
SMH_SOXL_SOXS_reversal_t50_h15_none_ov10,SMH_SOXL_SOXS,50,15,none,10,5,157,0.09165207238762405,0.48476610813039755,0.3277661081303974,0.01713427265772205,0.20205074380831,20.876822173910664,0.028604786923525978,0.5157894736842106,0.20481927710843373,0.0947075208913649,0.13239110931407042,377.0,"[-0.05698316461909736, 0.1570116398774739, 0.22773763287202087]",-0.08289877859168515
SMH_SOXL_SOXS_reversal_t50_h15_none_ov10,SMH_SOXL_SOXS,50,15,none,10,10,157,0.09165207238762405,0.48476610813039755,0.17076610813039728,0.00013427265772203434,0.15405074380830996,10.876822173910654,0.028021015761821366,0.5052631578947369,0.18072289156626506,0.09192200557103064,0.1594328913214712,411.0,"[-0.1059831646190974, 0.11401163987747387, 0.1627376328720208]",-0.08689877859168516
SMH_SOXL_SOXS_reversal_t50_h15_none_ov20,SMH_SOXL_SOXS,50,15,none,20,2,112,0.06538237011091652,0.5211388628774315,0.4763388628774315,-0.0007282222186503554,0.17443028893362295,42.53025561405637,0.024518388791593695,0.6086956521739131,0.20481927710843373,0.08635097493036212,0.06571872189743955,11.0,"[0.054929292156628035, 0.169534900426449, 0.2518746702943545]",-0.068402180903614
