stock_surprise,volume_threshold,stop,target,confirmed_events,portfolio_events,portfolio_clusters,net,max_drawdown,recovery_days,unresolved,stops,targets,time_exits,median_exit_offset,18m_net,18m_avg_month,18m_median_month,18m_negative_months,18m_zero_months,15m_net,15m_avg_month,15m_median_month,15m_negative_months,15m_zero_months,12m_net,12m_avg_month,12m_median_month,12m_negative_months,12m_zero_months
6.0,5.0,0.04,0.06,16,14,14,0.02991250879863372,0.11555304388105742,350,False,4,0,10,62.0,0.02991250879863372,0.00166180604436854,0.0,5,9,0.08834155024240586,0.0058894366828270575,0.0,2,9,0.11103121847534281,0.009252601539611901,0.0,1,7
6.0,5.0,0.06,0.06,16,14,14,0.008304952414700863,0.1346122518088605,451,False,2,0,12,62.0,0.008304952414700863,0.0004613862452611591,0.0,5,9,0.08673399385847302,0.005782266257231535,0.0,2,9,0.13727655672773886,0.011439713060644905,0.0,1,7
6.0,5.0,0.06,,16,14,14,0.008304952414700863,0.1346122518088605,451,False,2,0,12,62.0,0.008304952414700863,0.0004613862452611591,0.0,5,9,0.08673399385847302,0.005782266257231535,0.0,2,9,0.13727655672773886,0.011439713060644905,0.0,1,7
6.0,2.0,0.04,0.06,21,17,17,0.08539126838097244,0.1116121353500321,350,False,4,1,12,62.0,0.08539126838097244,0.004743959354498469,0.0,5,7,0.08582030982474453,0.005721353988316302,0.0,3,7,0.11103121847534281,0.009252601539611901,0.0,1,7
6.0,2.0,0.04,,21,17,17,0.10189289175759575,0.10990263968383321,350,False,4,0,13,62.0,0.10189289175759575,0.005660716208755319,0.0,5,7,0.08582030982474453,0.005721353988316302,0.0,3,7,0.11103121847534281,0.009252601539611901,0.0,1,7
6.0,0.0,0.04,0.04,22,18,18,0.06378397968676086,0.10210043726451598,350,False,4,5,9,55.5,0.06378397968676086,0.00354355442704227,0.0,5,6,0.08421302113053297,0.005614201408702198,0.0,3,6,0.10820837949823292,0.009017364958186077,0.0,1,6
6.0,2.0,0.06,,21,17,17,0.08028533537366289,0.12468799220033046,430,False,2,0,15,62.0,0.08028533537366289,0.004460296409647939,0.0,5,7,0.0842127534408117,0.00561418356272078,0.0,3,7,0.13727655672773886,0.011439713060644905,0.0,1,7
6.0,2.0,0.06,0.06,21,17,17,0.06378371199703958,0.1266394008243322,430,False,2,1,14,62.0,0.06378371199703958,0.003543539555391088,0.0,5,7,0.0842127534408117,0.00561418356272078,0.0,3,7,0.13727655672773886,0.011439713060644905,0.0,1,7
6.0,0.0,0.02,0.06,22,18,18,0.10287823467639934,0.09911990399996617,350,False,7,1,10,62.0,0.10287823467639934,0.005715457482022185,0.0,5,6,0.08330727612017141,0.005553818408011428,0.0,3,6,0.07514247715333,0.006261873096110833,0.0,2,6
6.0,0.0,0.02,,22,18,18,0.11937985805302265,0.09762941302866099,350,False,7,0,11,62.0,0.11937985805302265,0.006632214336279036,0.0,5,6,0.08330727612017141,0.005553818408011428,0.0,3,6,0.07514247715333,0.006261873096110833,0.0,2,6
6.0,0.0,0.06,0.04,22,18,18,0.042176423302828,0.12245974764326016,430,False,2,5,11,62.0,0.042176423302828,0.002343134627934889,0.0,5,6,0.08260546474660013,0.0055070309831066755,0.0,3,6,0.13445371775062898,0.01120447647921908,0.0,1,6
6.0,5.0,0.02,,16,14,14,0.042015084408603465,0.10753936066738858,350,False,6,0,8,62.0,0.042015084408603465,0.002334171356033526,0.0,5,9,0.08044412585237559,0.005362941723491706,0.0,2,9,0.0631337940853125,0.005261149507109375,0.0,2,7
6.0,5.0,0.02,0.06,16,14,14,0.042015084408603465,0.10753936066738858,350,False,6,0,8,62.0,0.042015084408603465,0.002334171356033526,0.0,5,9,0.08044412585237559,0.005362941723491706,0.0,2,9,0.0631337940853125,0.005261149507109375,0.0,2,7
6.0,0.0,,0.02,22,18,18,0.15234915959259987,0.04499358721690345,320,False,0,11,7,27.0,0.15234915959259987,0.008463842199588881,0.0022246887019281023,2,6,0.0803491595925998,0.005356610639506654,0.0,2,6,0.07445371775062892,0.006204476479219077,0.0,1,6
6.0,0.0,0.06,0.02,22,18,18,0.0723491595925998,0.0598455598455599,400,False,1,10,7,25.0,0.0723491595925998,0.004019397755144433,0.00015113602009253577,3,6,0.0803491595925998,0.005356610639506654,0.0,2,6,0.07445371775062892,0.006204476479219077,0.0,1,6
6.0,5.0,0.04,0.04,16,14,14,0.016296537036404657,0.11541315644241676,350,False,4,4,6,47.0,0.016296537036404657,0.0009053631686891476,0.0,5,9,0.0747255784801768,0.004981705232011787,0.0,2,9,0.09619969643021542,0.008016641369184618,0.0,1,7
6.0,5.0,0.06,0.04,16,14,14,-0.005311019347528199,0.13339670152596217,534,True,2,4,8,62.0,-0.005311019347528199,-0.00029505663041823327,0.0,5,9,0.07311802209624396,0.004874534806416264,0.0,2,9,0.12244503468261148,0.010203752890217624,0.0,1,7
6.0,2.0,0.04,0.04,21,17,17,0.05177529661874336,0.11362401415304396,350,False,4,5,8,49.0,0.05177529661874336,0.0028764053677079646,0.0,5,7,0.07220433806251547,0.004813622537501032,0.0,3,7,0.09619969643021542,0.008016641369184618,0.0,1,7
6.0,2.0,0.02,0.06,21,17,17,0.09086955160838184,0.11022998905327087,350,False,7,1,9,62.0,0.09086955160838184,0.00504830842268788,0.0,5,7,0.07129859305215391,0.0047532395368102606,0.0,3,7,0.0631337940853125,0.005261149507109375,0.0,2,7
6.0,2.0,0.02,,21,17,17,0.10737117498500515,0.1085724329336541,350,False,7,0,10,62.0,0.10737117498500515,0.0059650652769447305,0.0,5,7,0.07129859305215391,0.0047532395368102606,0.0,3,7,0.0631337940853125,0.005261149507109375,0.0,2,7
6.0,2.0,0.06,0.04,21,17,17,0.030167740234810503,0.12791283942631554,513,True,2,5,10,62.0,0.030167740234810503,0.0016759855686005836,0.0,5,7,0.07059678167858263,0.004706452111905509,0.0,3,7,0.12244503468261148,0.010203752890217624,0.0,1,7
6.0,0.0,0.02,0.04,22,18,18,0.06926226291417026,0.1008729577531332,350,False,7,5,6,28.5,0.06926226291417026,0.003847903495231681,0.0,5,6,0.06969130435794235,0.004646086957196157,0.0,3,6,0.06031095510820261,0.005025912925683551,0.0,2,6
6.0,2.0,,0.02,21,17,17,0.14034047652458237,0.04499358721690345,348,False,0,11,6,25.0,0.14034047652458237,0.007796693140254576,0.00015113602009253577,2,7,0.0683404765245823,0.004556031768305487,0.0,2,7,0.06244503468261142,0.005203752890217618,0.0,1,7
6.0,2.0,0.06,0.02,21,17,17,0.0603404765245823,0.0598455598455599,428,False,1,10,6,25.0,0.0603404765245823,0.0033522486958101278,0.0,3,7,0.0683404765245823,0.004556031768305487,0.0,2,7,0.06244503468261142,0.005203752890217618,0.0,1,7
6.0,5.0,0.02,0.04,16,14,14,0.028399112646374403,0.10741171697677357,350,False,6,4,4,28.0,0.028399112646374403,0.0015777284803541335,0.0,5,9,0.06682815409014653,0.0044552102726764355,0.0,2,9,0.04830227204018511,0.004025189336682093,0.0,2,7
6.0,5.0,0.06,0.02,16,14,14,0.04059214004628253,0.06090373280943031,428,False,1,8,5,25.0,0.04059214004628253,0.0022551188914601405,0.0,2,9,0.06659214004628256,0.004439476003085504,0.0,1,9,0.06244503468261142,0.005203752890217618,0.0,1,7
6.0,5.0,,0.02,16,14,14,0.1205921400462826,0.04573660058378789,348,False,0,9,5,27.0,0.1205921400462826,0.006699563335904589,0.0,1,9,0.06659214004628256,0.004439476003085504,0.0,1,9,0.06244503468261142,0.005203752890217618,0.0,1,7
6.0,0.0,0.04,0.02,22,18,18,0.07395671597653264,0.04054054054054058,348,False,3,10,5,25.0,0.07395671597653264,0.004108706443140702,0.00015113602009253577,3,6,0.06195671597653263,0.0041304477317688415,0.0,2,6,0.04820837949823287,0.004017364958186072,0.0,1,6
10.0,0.0,0.02,0.02,13,13,13,0.05630227204018512,0.043222003929273126,190,False,4,8,1,16.0,0.05630227204018512,0.0031279040022325066,0.0,3,10,0.06030227204018512,0.004020151469345675,0.0,2,8,0.028302272040185095,0.0023585226700154247,0.0,2,7
6.0,2.0,0.02,0.04,21,17,17,0.05725357984615276,0.11217953791503592,433,True,7,5,5,25.0,0.05725357984615276,0.0031807544358973755,0.0,5,7,0.05768262128992485,0.0038455080859949903,0.0,3,7,0.04830227204018511,0.004025189336682093,0.0,2,7
6.0,2.0,0.04,0.02,21,17,17,0.06194803290851514,0.051658062280456885,350,False,3,10,4,25.0,0.06194803290851514,0.0034415573838063964,0.0,3,7,0.04994803290851513,0.003329868860567675,0.0,2,7,0.03619969643021537,0.003016641369184614,0.0,1,7
6.0,5.0,0.04,0.02,16,14,14,0.04219969643021537,0.054258238590503466,350,False,3,8,3,25.0,0.04219969643021537,0.0023444275794564096,0.0,2,9,0.04819969643021538,0.0032133130953476917,0.0,1,9,0.03619969643021537,0.003016641369184614,0.0,1,7
10.0,2.0,0.02,0.02,12,12,12,0.038302272040185104,0.043222003929273126,190,False,4,7,1,16.0,0.038302272040185104,0.0021279040022325058,0.0,3,10,0.04230227204018511,0.0028201514693456738,0.0,2,8,0.01030227204018508,0.0008585226700154234,0.0,2,7
8.0,2.0,0.02,0.02,15,14,14,0.0343022720401851,0.06782945736434115,350,False,5,8,1,15.0,0.0343022720401851,0.0019056817800102834,0.0,4,9,0.038302272040185104,0.002553484802679007,0.0,3,8,0.028302272040185095,0.0023585226700154247,0.0,2,7
8.0,0.0,0.02,0.02,15,14,14,0.0343022720401851,0.06782945736434115,350,False,5,8,1,15.0,0.0343022720401851,0.0019056817800102834,0.0,4,9,0.038302272040185104,0.002553484802679007,0.0,3,8,0.028302272040185095,0.0023585226700154247,0.0,2,7
10.0,5.0,0.02,0.02,11,11,11,0.020302272040185088,0.05108055009823187,442,False,4,6,1,16.0,0.020302272040185088,0.0011279040022325049,0.0,3,11,0.02430227204018509,0.0016201514693456728,0.0,2,9,0.01030227204018508,0.0008585226700154234,0.0,2,7
8.0,5.0,0.02,0.02,14,13,13,0.016302272040185084,0.08527131782945743,433,True,5,7,1,14.0,0.016302272040185084,0.0009056817800102825,0.0,4,10,0.020302272040185088,0.0013534848026790058,0.0,3,9,0.028302272040185095,0.0023585226700154247,0.0,2,7
6.0,0.0,0.02,0.02,22,18,18,0.019434999203941983,0.09631767119498426,433,True,7,9,2,15.0,0.019434999203941983,0.0010797221779967768,0.0,5,6,-0.012565000796058044,-0.0008376667197372029,0.0,4,6,0.0003109551082025614,2.5912925683546785e-05,0.0,2,6
6.0,5.0,0.02,0.02,16,14,14,-0.005697727959814934,0.10476190476190485,433,True,6,7,1,15.0,-0.005697727959814934,-0.00031654044221194076,0.0,4,9,-0.019697727959814948,-0.0013131818639876632,0.0,3,9,-0.011697727959814939,-0.0009748106633179116,0.0,2,7
6.0,2.0,0.02,0.02,21,17,17,0.007426316135924484,0.10756175646466357,433,True,7,9,1,14.0,0.007426316135924484,0.00041257311866247135,0.0,5,7,-0.024573683864075546,-0.0016382455909383698,0.0,4,7,-0.011697727959814939,-0.0009748106633179116,0.0,2,7
