campaign_id,run_id,variant_id,clock,extra_slippage_bps_per_side,net_simple_return,maximum_drawdown,trade_roles,complete_trade_roles,role_coverage,active_sessions,green_sessions,red_sessions,positive_months,negative_months,monthly_average,monthly_median,worst_month,best_month,mean_spread_bps,holdout_rows_loaded,broker_margin,direct_short
CAM-0603,RUN-0009,qqq__lowvol_quality__top20__trend1,0940,5.0,0.25769131865699557,0.07010682250366676,280,279,0.9964285714285714,251,141,110,8,4,0.021474276554749632,0.01798368923832052,-0.04146294915138379,0.1293849914100404,13.10279349895053,0,False,False
CAM-0603,RUN-0009,qqq__lowvol_quality__top20__trend1,0940,10.0,0.25489904548763803,0.07038556700107158,280,279,0.9964285714285714,251,141,110,8,4,0.02124158712396984,0.01780986988930243,-0.04161806493868797,0.12926289666035884,13.10279349895053,0,False,False
CAM-0604,RUN-0009,sp500__value_quality__top20__trend0,0940,0.0,0.42128197930283656,0.05179596808480558,286,286,1.0,251,147,104,11,1,0.035106831608569714,0.03546875537561905,-0.030004778874749723,0.12390380645656639,16.472048439030115,0,False,False
CAM-0604,RUN-0009,sp500__value_quality__top20__trend0,0940,2.0,0.42009140541792145,0.05195191474677305,286,286,1.0,251,147,104,11,1,0.035007617118160125,0.03535293434127086,-0.03016361490636296,0.12384857988224206,16.472048439030115,0,False,False
CAM-0604,RUN-0009,sp500__value_quality__top20__trend0,0940,5.0,0.4183055445905487,0.05218626046173358,286,286,1.0,251,147,104,11,1,0.03485879538254572,0.03517920278974858,-0.03040186895378281,0.12376574002075556,16.472048439030115,0,False,False
CAM-0604,RUN-0009,sp500__value_quality__top20__trend0,0940,10.0,0.41532910987826094,0.0525779760517824,286,286,1.0,251,147,104,11,1,0.03461075915652174,0.03488965020387812,-0.030798959032815907,0.12362767358494473,16.472048439030115,0,False,False
CAM-0605,RUN-0009,qqq__resmom__top3__liquid,0940,0.0,0.29164414338165806,0.22431123309028927,47,47,1.0,251,138,113,8,4,0.024303678615138175,0.022159391205298782,-0.1707901868474367,0.21866337837616126,13.334318302862506,0,False,False
CAM-0605,RUN-0009,qqq__resmom__top3__liquid,0940,2.0,0.289890558039468,0.22448669537226912,47,47,1.0,251,138,113,8,4,0.024157546503289006,0.021999764631766516,-0.17079810089318603,0.2185590966699594,13.334318302862506,0,False,False
CAM-0605,RUN-0009,qqq__resmom__top3__liquid,0940,5.0,0.28726018002618287,0.22475038412893703,47,47,1.0,251,138,113,8,4,0.023938348335515242,0.02176032477146812,-0.17080997196181005,0.2184026741106566,13.334318302862506,0,False,False
CAM-0605,RUN-0009,qqq__resmom__top3__liquid,0940,10.0,0.28287621667070767,0.22519119126115322,47,47,1.0,251,138,113,8,4,0.02357301805589231,0.02136125833763745,-0.17082975707618342,0.21814196984515197,13.334318302862506,0,False,False
CAM-0607,RUN-0009,etf__long_cheap_r2__top1__z1__trend0,0940,0.0,0.3468686923042892,0.2818289846201918,478,478,1.0,234,121,113,8,4,0.028905724358690765,0.08123604332744383,-0.20443338170546255,0.17859709317603611,4.034226390737017,0,False,False
CAM-0607,RUN-0009,etf__long_cheap_r2__top1__z1__trend0,0940,2.0,0.2512686923042891,0.30022106186398395,478,478,1.0,239,119,120,8,4,0.020939057692024105,0.07423604332744384,-0.21203338170546254,0.1697970931760361,4.034226390737017,0,False,False
CAM-0607,RUN-0009,etf__long_cheap_r2__top1__z1__trend0,0940,5.0,0.10786869230428897,0.33249645913158266,478,478,1.0,239,115,124,8,4,0.00898905769202408,0.06373604332744381,-0.22343338170546256,0.1565970931760361,4.034226390737017,0,False,False
CAM-0607,RUN-0009,etf__long_cheap_r2__top1__z1__trend0,0940,10.0,-0.13113130769571124,0.4365852840772827,478,478,1.0,239,110,129,8,4,-0.010927608974642594,0.04623604332744381,-0.24243338170546258,0.1345970931760361,4.034226390737017,0,False,False
CAM-0608,RUN-0011,qqq__slow_residual_r10__top10__monthly,0940,0.0,0.2751231233326379,0.32495394961242463,221,221,1.0,251,139,112,8,4,0.02292692694438649,0.024352564529894004,-0.18886279792836094,0.24654663990531123,11.726446928943743,0,False,False
CAM-0608,RUN-0011,qqq__slow_residual_r10__top10__monthly,0940,2.0,0.2709618309319083,0.3263394526528638,221,221,1.0,251,139,112,8,4,0.022580152577659024,0.023982589199119754,-0.1891085480218577,0.24617072525158523,11.726446928943743,0,False,False
CAM-0608,RUN-0011,qqq__slow_residual_r10__top10__monthly,0940,5.0,0.26471989233081383,0.32842604557390753,221,221,1.0,251,138,113,8,4,0.022059991027567824,0.023427626202958372,-0.18947717316210283,0.24560685327099624,11.726446928943743,0,False,False
CAM-0608,RUN-0011,qqq__slow_residual_r10__top10__monthly,0940,10.0,0.2543166613289899,0.3319261152160768,221,221,1.0,251,138,113,8,4,0.02119305511074916,0.02250268787602274,-0.19009154839584474,0.24466706663668125,11.726446928943743,0,False,False
CAM-0609,RUN-0011,qqq__slow_residual_r10__top10__monthly,0940,0.0,0.2520419270067732,0.13630499055795747,211,211,1.0,251,141,110,8,4,0.021003493917231095,0.024977642103564856,-0.09740836810793584,0.1497387924143254,11.908225198275614,0,False,False
CAM-0609,RUN-0011,qqq__slow_residual_r10__top10__monthly,0940,2.0,0.2482158243705418,0.13777714187457005,211,211,1.0,251,140,111,8,4,0.020684652030878485,0.024707935188454475,-0.0977346568443794,0.1494618471826528,11.908225198275614,0,False,False
CAM-0609,RUN-0011,qqq__slow_residual_r10__top10__monthly,0940,5.0,0.24247667041619486,0.1399944338991855,211,211,1.0,251,138,113,8,4,0.02020638920134957,0.0243033748157889,-0.09822408994904477,0.14904642933514392,11.908225198275614,0,False,False
CAM-0609,RUN-0011,qqq__slow_residual_r10__top10__monthly,0940,10.0,0.2329114138256166,0.14371429336107885,211,211,1.0,251,137,114,8,4,0.019409284485468054,0.02362910752801295,-0.09903981179015373,0.14835406625596245,11.908225198275614,0,False,False
CAM-0610,RUN-0009,qqq__ma150__weekly__top3__momentum,0940,0.0,1.1719046844943275,0.12818419380700782,52,51,0.9807692307692307,251,134,117,9,3,0.09765872370786062,0.05491542363040261,-0.11822666425688326,0.4361971857602429,17.522935278912207,0,False,False
CAM-0610,RUN-0009,qqq__ma150__weekly__top3__momentum,0940,2.0,1.1685046844943277,0.1285514766717194,52,51,0.9807692307692307,251,134,117,9,3,0.0973753903745273,0.05454875696373595,-0.11862666425688327,0.4357971857602429,17.522935278912207,0,False,False
CAM-0610,RUN-0009,qqq__ma150__weekly__top3__momentum,0940,5.0,1.1634046844943275,0.12910437187091736,52,51,0.9807692307692307,251,134,117,9,3,0.09695039037452731,0.05399875696373595,-0.11922666425688327,0.4351971857602429,17.522935278912207,0,False,False
CAM-0610,RUN-0009,qqq__ma150__weekly__top3__momentum,0940,10.0,1.1549046844943276,0.13003115734785453,52,51,0.9807692307692307,251,134,117,9,3,0.09624205704119397,0.05308209029706928,-0.12022666425688326,0.4341971857602429,17.522935278912207,0,False,False
CAM-0611,RUN-0009,qqq__ma50_200__weekly__top3__momentum,0940,0.0,1.2239346349274831,0.12374214971280469,56,55,0.9821428571428571,251,136,115,9,3,0.1019945529106236,0.0531803380307941,-0.11822666425688326,0.4361971857602429,16.835029255401135,0,False,False
CAM-0611,RUN-0009,qqq__ma50_200__weekly__top3__momentum,0940,2.0,1.2202679682608166,0.12411263845197318,56,55,0.9821428571428571,251,136,115,9,3,0.10168899735506805,0.05274700469746076,-0.11862666425688327,0.4357971857602429,16.835029255401135,0,False,False
CAM-0611,RUN-0009,qqq__ma50_200__weekly__top3__momentum,0940,5.0,1.2147679682608166,0.12467053910832371,56,55,0.9821428571428571,251,136,115,9,3,0.10123066402173471,0.05209700469746076,-0.11922666425688327,0.4351971857602429,16.835029255401135,0,False,False
CAM-0611,RUN-0009,qqq__ma50_200__weekly__top3__momentum,0940,10.0,1.2056013015941498,0.12560619892796468,56,55,0.9821428571428571,251,136,115,9,3,0.10046677513284584,0.05139050507222173,-0.12022666425688326,0.4341971857602429,16.835029255401135,0,False,False
CAM-0612,RUN-0009,qqq__ma10_50_200__monthly__top3__momentum,0940,0.0,0.9500443607376922,0.15799143105861846,38,38,1.0,251,137,114,8,4,0.07917036339480768,0.055303831899671294,-0.0925747563541391,0.3881986242355482,14.062417000533532,0,False,False
CAM-0612,RUN-0009,qqq__ma10_50_200__monthly__top3__momentum,0940,2.0,0.947511027404359,0.15832034666049494,38,38,1.0,251,137,114,8,4,0.07895925228369656,0.05517049856633796,-0.09270808968747245,0.3880652909022148,14.062417000533532,0,False,False
CAM-0612,RUN-0009,qqq__ma10_50_200__monthly__top3__momentum,0940,5.0,0.9437110274043589,0.15881545069022182,38,38,1.0,251,137,114,8,4,0.0786425856170299,0.054970498566337955,-0.09290808968747245,0.38786529090221483,14.062417000533532,0,False,False
CAM-0612,RUN-0009,qqq__ma10_50_200__monthly__top3__momentum,0940,10.0,0.9373776940710257,0.15964527156866812,38,38,1.0,251,137,114,8,4,0.07811480783925213,0.05463716523300463,-0.09324142302080578,0.3875319575688815,14.062417000533532,0,False,False
CAM-0614,RUN-0009,sp500__donchian20__reversal,0940,0.0,0.08347212517612491,0.07739913365719367,54383,53861,0.9904014122060203,251,122,129,8,4,0.006956010431343741,0.008339484903284964,-0.03109555086070695,0.043589678870868905,28.188695123440684,0,False,False
CAM-0614,RUN-0009,sp500__donchian20__reversal,0940,2.0,0.07752814463873275,0.07858192129232693,54383,53861,0.9904014122060203,251,122,129,7,5,0.006460678719894399,0.007900595663835806,-0.031516400401053794,0.0429465239534498,28.188695123440684,0,False,False
CAM-0614,RUN-0009,sp500__donchian20__reversal,0940,5.0,0.06861217383264465,0.08037350229931386,54383,53861,0.9904014122060203,251,121,130,7,5,0.005717681152720386,0.007242261804662072,-0.032147674711574065,0.041981791577321126,28.188695123440684,0,False,False
CAM-0614,RUN-0009,sp500__donchian20__reversal,0940,10.0,0.053752222489164364,0.08340678854379104,54383,53861,0.9904014122060203,251,121,130,7,5,0.0044793518740970295,0.0061450387060391805,-0.03319979856244118,0.04037390428377335,28.188695123440684,0,False,False
CAM-0615,RUN-0009,qqq__fullcov_s50__mom60__positive_top10,0940,0.0,0.32961394474895267,0.06971052983572328,276,274,0.9927536231884058,251,136,115,9,3,0.027467828729079394,0.03908010093138016,-0.05728007786313553,0.08875797673465592,16.315610378776405,0,False,False
CAM-0615,RUN-0009,qqq__fullcov_s50__mom60__positive_top10,0940,2.0,0.3270731946491542,0.06996239352975385,276,274,0.9927536231884058,251,136,115,9,3,0.02725609955409619,0.03892006400460176,-0.057468870509183374,0.08854325120173558,16.315610378776405,0,False,False
CAM-0615,RUN-0009,qqq__fullcov_s50__mom60__positive_top10,0940,5.0,0.3232620694994566,0.0707653670582513,276,274,0.9927536231884058,251,136,115,9,3,0.026938505791621385,0.03868000861443416,-0.05775205947825516,0.08822116290235504,16.315610378776405,0,False,False
CAM-0615,RUN-0009,qqq__fullcov_s50__mom60__positive_top10,0940,10.0,0.31691019424996053,0.07235520216472084,276,274,0.9927536231884058,251,136,115,9,3,0.026409182854163382,0.038279916297488156,-0.05822404109337479,0.08768434907005417,16.315610378776405,0,False,False
CAM-0616,RUN-0009,qqq__fullcov_s50__mom60__positive_top10,0940,0.0,0.3388473082434935,0.07333724345555473,256,255,0.99609375,251,140,111,9,3,0.028237275686957785,0.03935333057931786,-0.05358621863550274,0.0888939834653521,15.56119756729537,0,False,False
CAM-0616,RUN-0009,qqq__fullcov_s50__mom60__positive_top10,0940,2.0,0.33626935918051964,0.07398463849153557,256,255,0.99609375,251,140,111,9,3,0.028022446598376632,0.03911120403674416,-0.05375573644372571,0.088652567868863,15.56119756729537,0,False,False
CAM-0616,RUN-0009,qqq__fullcov_s50__mom60__positive_top10,0940,5.0,0.33240243558605886,0.07495696887080462,256,255,0.99609375,251,140,111,9,3,0.027700202965504902,0.03874801422288361,-0.054010013156060147,0.08829044447412936,15.56119756729537,0,False,False
CAM-0616,RUN-0009,qqq__fullcov_s50__mom60__positive_top10,0940,10.0,0.32595756292862427,0.0765808287961735,256,255,0.99609375,251,140,111,9,3,0.02716313024405202,0.03814269786644937,-0.05443380767661757,0.08768690548290661,15.56119756729537,0,False,False
CAM-0617,RUN-0011,etf__alpha_M20_E5__top5__monthly__trend0,0940,0.0,0.9168350076455034,0.5047183855837836,102,102,1.0,250,133,117,10,2,0.07640291730379196,0.07010565580538552,-0.8892460784787615,0.685995233917821,1.6897103733530163,0,False,False
CAM-0617,RUN-0011,etf__alpha_M20_E5__top5__monthly__trend0,0940,2.0,0.9130363713079301,0.5049341704116168,102,102,1.0,250,132,118,10,2,0.07608636427566082,0.06974974648056592,-0.8895248047144978,0.6857165076820847,1.6897103733530163,0,False,False
CAM-0617,RUN-0011,etf__alpha_M20_E5__top5__monthly__trend0,0940,5.0,0.9073384168015693,0.5052579772353045,102,102,1.0,250,132,118,10,2,0.07561153473346412,0.06921588249333649,-0.8899428940681023,0.6852984183284802,1.6897103733530163,0,False,False
CAM-0617,RUN-0011,etf__alpha_M20_E5__top5__monthly__trend0,0940,10.0,0.8978418259576354,0.5057980011034066,102,102,1.0,250,131,119,10,2,0.0748201521631363,0.0683261091812875,-0.8906397096574432,0.6846016027391393,1.6897103733530163,0,False,False
CAM-0618,RUN-0009,sector11__mom252_skip21__weekly__top3,0940,0.0,0.10684180143209071,0.4344789429647064,175,175,1.0,250,139,111,9,3,0.00890348345267424,0.005464476691181101,-0.2994075960439693,0.16963144644388972,1.2171040108886833,0,False,False
CAM-0618,RUN-0009,sector11__mom252_skip21__weekly__top3,0940,2.0,0.10396376828243084,0.43500417835241284,175,175,1.0,250,139,111,9,3,0.008663647356869243,0.005296366312835631,-0.29955676697351524,0.16946056522435626,1.2171040108886833,0,False,False
CAM-0618,RUN-0009,sector11__mom252_skip21__weekly__top3,0940,5.0,0.0996467185579411,0.43579321415550515,175,175,1.0,250,139,111,9,3,0.008303893213161766,0.005044200745317421,-0.29978052336783406,0.16920424339505605,1.2171040108886833,0,False,False
CAM-0618,RUN-0009,sector11__mom252_skip21__weekly__top3,0940,10.0,0.09245163568379097,0.43711143723496304,175,175,1.0,250,139,111,8,4,0.007704302973649252,0.00462392479945374,-0.3001534506916988,0.16877704034622232,1.2171040108886833,0,False,False
CAM-0619,RUN-0009,sector11__mom63_skip0__monthly__top1,0940,0.0,1.4035535825274825,0.4807191045267472,10,10,1.0,250,152,98,8,4,0.11696279854395691,0.05291451888371407,-0.9703209398086122,1.0357828316224664,1.0384009839813753,0,False,False
CAM-0619,RUN-0009,sector11__mom63_skip0__monthly__top1,0940,2.0,1.4015535825274827,0.4810931026499285,10,10,1.0,250,152,98,8,4,0.11679613187729021,0.05271451888371409,-0.9707209398086122,1.0353828316224662,1.0384009839813753,0,False,False
CAM-0619,RUN-0009,sector11__mom63_skip0__monthly__top1,0940,5.0,1.3985535825274829,0.48165463498278677,10,10,1.0,250,152,98,8,4,0.11654613187729024,0.05241451888371412,-0.9713209398086121,1.0347828316224663,1.0384009839813753,0,False,False
CAM-0619,RUN-0009,sector11__mom63_skip0__monthly__top1,0940,10.0,1.3935535825274827,0.48259195199099425,10,10,1.0,250,152,98,8,4,0.11612946521062356,0.05191451888371418,-0.972320939808612,1.0337828316224664,1.0384009839813753,0,False,False
CAM-0620,RUN-0009,sector11__mom63_skip0__monthly__top1,0940,0.0,0.38766038722760043,0.9263873892461695,10,10,1.0,239,154,85,7,5,0.0323050322689667,0.023336041623051695,-0.9703209398086122,0.9840774270011753,0.9258224751477055,0,False,False
CAM-0620,RUN-0009,sector11__mom63_skip0__monthly__top1,0940,2.0,0.38566038722760054,0.9270952268532581,10,10,1.0,239,154,85,7,5,0.032138365602300045,0.023336041623051695,-0.9707209398086122,0.9836774270011753,0.9258224751477055,0,False,False
CAM-0620,RUN-0009,sector11__mom63_skip0__monthly__top1,0940,5.0,0.38266038722760065,0.9281579591392234,10,10,1.0,239,154,85,7,5,0.03188836560230005,0.023336041623051695,-0.9713209398086121,0.9830774270011754,0.9258224751477055,0,False,False
CAM-0620,RUN-0009,sector11__mom63_skip0__monthly__top1,0940,10.0,0.37766038722760065,0.9299317867381383,10,10,1.0,239,154,85,7,5,0.03147169893563337,0.023336041623051695,-0.972320939808612,0.9820774270011753,0.9258224751477055,0,False,False
CAM-0621,RUN-0011,etf__ibs30__top5__hold3__trend1,0940,0.0,0.2409326798774798,0.5252949553746001,988,982,0.9939271255060729,249,128,121,7,5,0.02007772332312333,0.0018250003828463564,-0.16538243095520105,0.24860419693215852,1.2112284335472365,0,False,False
CAM-0621,RUN-0011,etf__ibs30__top5__hold3__trend1,0940,2.0,0.2195637909885903,0.5295740334286845,988,982,0.9939271255060729,249,127,122,6,6,0.01829698258238256,-6.166628382030508e-05,-0.16639576428853436,0.24703086359882517,1.2112284335472365,0,False,False
CAM-0621,RUN-0011,etf__ibs30__top5__hold3__trend1,0940,5.0,0.18751045765525806,0.5367505107848458,988,982,0.9939271255060729,249,124,125,5,7,0.015625871471271497,-0.002891666283820306,-0.16791576428853433,0.24467086359882534,1.2112284335472365,0,False,False
CAM-0621,RUN-0011,etf__ibs30__top5__hold3__trend1,0940,10.0,0.13408823543303472,0.5490792038546274,988,982,0.9939271255060729,249,119,130,5,7,0.011174019619419528,-0.007608332950486978,-0.17044909762186772,0.2407375302654916,1.2112284335472365,0,False,False
CAM-0622,RUN-0009,QQQ__target15__vol20__monthly__thr20__def1,0940,0.0,0.20278180125205453,0.09214830224501414,12,12,1.0,250,144,106,9,3,0.01689848343767121,0.007693451454165554,-0.031033595072066378,0.07151706559018739,0.59693570281392,0,False,False
CAM-0622,RUN-0009,QQQ__target15__vol20__monthly__thr20__def1,0940,2.0,0.20190067341116216,0.0921936152023355,12,12,1.0,250,144,106,9,3,0.016825056117596847,0.007693451454165554,-0.031033595072066378,0.07126576887985887,0.59693570281392,0,False,False
CAM-0622,RUN-0009,QQQ__target15__vol20__monthly__thr20__def1,0940,5.0,0.20057898164982366,0.09226166825813244,12,12,1.0,250,144,106,9,3,0.016714915137485305,0.007693451454165554,-0.031033595072066378,0.07088882381436609,0.59693570281392,0,False,False
CAM-0622,RUN-0009,QQQ__target15__vol20__monthly__thr20__def1,0940,10.0,0.19837616204759279,0.09237531355330288,12,12,1.0,250,144,106,9,3,0.0165313468372994,0.007693451454165554,-0.031068878607020355,0.0702605820385448,0.59693570281392,0,False,False
CAM-0623,RUN-0009,qqq__chs_safe__top5__liquid__raw,0940,0.0,0.7658667073015543,0.09651285564872839,74,74,1.0,251,146,105,9,3,0.06382222560846285,0.04639406995157253,-0.03136586267639001,0.28012809523850507,10.922614800160622,0,False,False
CAM-0623,RUN-0009,qqq__chs_safe__top5__liquid__raw,0940,2.0,0.764276642155278,0.09671564095766075,74,74,1.0,251,146,105,9,3,0.0636897201796065,0.046219423739150396,-0.0314482553325173,0.2799679399880478,10.922614800160622,0,False,False
CAM-0623,RUN-0009,qqq__chs_safe__top5__liquid__raw,0940,5.0,0.7618915444358637,0.09702030580816269,74,74,1.0,251,146,105,9,3,0.06349096203632199,0.04595745442051718,-0.031571844316708245,0.2797277071123619,10.922614800160622,0,False,False
CAM-0623,RUN-0009,qqq__chs_safe__top5__liquid__raw,0940,10.0,0.7579163815701733,0.09752938308776989,74,74,1.0,251,146,105,9,3,0.0631596984641811,0.04552083888946182,-0.03177782595702648,0.27932731898621876,10.922614800160622,0,False,False
CAM-0624,RUN-0009,qqq__chs_safe__top5__liquid__target8,0940,0.0,0.17587133713803266,0.03722008245745193,74,74,1.0,251,146,105,9,3,0.014655944761502724,0.01065044353801763,-0.007907018006872426,0.0594035137665949,10.922614800160622,0,False,False
CAM-0624,RUN-0009,qqq__chs_safe__top5__liquid__target8,0940,2.0,0.17547351662902852,0.03728258372808022,74,74,1.0,251,146,105,9,3,0.014622793052419043,0.010611720572562771,-0.007966831317392299,0.059366282348731765,10.922614800160622,0,False,False
CAM-0624,RUN-0009,qqq__chs_safe__top5__liquid__target8,0940,5.0,0.1748767858655223,0.03737637613843943,74,74,1.0,251,146,105,9,3,0.014573065488793524,0.010553636124380487,-0.008056551283172118,0.059310435221937075,10.922614800160622,0,False,False
CAM-0624,RUN-0009,qqq__chs_safe__top5__liquid__target8,0940,10.0,0.1738822345930119,0.03753280492752081,74,74,1.0,251,146,105,9,3,0.014490186216084326,0.010456828710743344,-0.00820608455947181,0.05921735667727925,10.922614800160622,0,False,False
