variant_id,expression,lookback,z_window,entry_z,min_corr,short_stop,cost2_net_simple_return,cost2_maximum_drawdown,cost2_positive_months,cost2_negative_months,cost2_inactive_months,cost2_recent12_positive_months,cost2_recent12_net,cost2_active_pair_days,cost2_short_stop_hits,cost2_top5_positive_day_share,cost2_2019_2021,cost2_2022_2023,cost2_2024_2026apr,cost2_worst_fold,cost10_net_simple_return,cost10_maximum_drawdown,cost10_positive_months,cost10_negative_months,cost10_inactive_months,cost10_recent12_positive_months,cost10_recent12_net,cost10_active_pair_days,cost10_short_stop_hits,cost10_top5_positive_day_share,cost10_2019_2021,cost10_2022_2023,cost10_2024_2026apr,cost10_worst_fold
pair_QQQ_SPY__r1__zw63__z1.5__corr0.7__stop4,pair_QQQ_SPY,1,63,1.5,0.7,0.04,-0.13836229346895373,0.14073398975063714,25,46,17,0,-0.023472070161362848,212,6,0.18689063250135168,-0.0672014911108585,-0.030679152772756013,-0.040481649585339216,-0.0672014911108585,-0.4775622934689537,0.47756229346895407,8,63,17,0,-0.07467207016136285,212,6,0.3591498166432619,-0.2016014911108585,-0.11707915277275602,-0.15888164958533924,-0.2016014911108585
pair_SMH_XLK__r1__zw63__z1.5__corr0.7__stop4,pair_SMH_XLK,1,63,1.5,0.7,0.04,-0.02716839357173926,0.09076226963589595,38,36,14,8,0.019226771298556457,235,5,0.16250141113886088,-0.03867471339008096,-0.024482335546009475,0.035988655364351176,-0.03867471339008096,-0.4031683935717392,0.40576404731569315,16,58,14,3,-0.038373228701443544,235,5,0.23301645831264128,-0.18747471339008098,-0.12848233554600946,-0.08721134463564884,-0.18747471339008098
pair_IWM_SPY__r1__zw63__z1.5__corr0.7__stop4,pair_IWM_SPY,1,63,1.5,0.7,0.04,-0.18448344959128804,0.2009481879478192,29,44,15,5,-0.014497033294062447,203,4,0.2801127524191715,-0.14465265429453494,-0.048831837201442095,0.009001041904689,-0.14465265429453494,-0.509283449591288,0.5101169809351703,12,61,15,3,-0.05929703329406245,203,4,0.4260731852376626,-0.2726526542945349,-0.1544318372014421,-0.082198958095311,-0.2726526542945349
pair_XLY_XLP__r1__zw63__z1.5__corr0.7__stop4,pair_XLY_XLP,1,63,1.5,0.7,0.04,-0.11303384223571883,0.11303384223571877,5,5,78,0,0.0,31,2,0.6240547637850586,-0.10062061793450962,-0.012413224301209213,0.0,-0.10062061793450962,-0.16263384223571883,0.16263384223571886,2,8,78,0,0.0,31,2,0.7618591106023229,-0.14862061793450962,-0.014013224301209213,0.0,-0.14862061793450962
pair_XLE_USO__r1__zw63__z1.5__corr0.7__stop4,pair_XLE_USO,1,63,1.5,0.7,0.04,0.15069752090958735,0.03641033142415813,12,8,68,3,0.004330154007054114,55,4,0.5270754732426467,0.12606484448412067,0.020302522418412565,0.004330154007054115,0.004330154007054115,0.06269752090958733,0.06233667562604126,11,9,68,3,-0.011669845992945887,55,4,0.5808470338864973,0.10046484448412066,-0.026097477581587432,-0.011669845992945889,-0.026097477581587432
pair_TLT_SHY__r1__zw63__z1.5__corr0.7__stop4,pair_TLT_SHY,1,63,1.5,0.7,0.04,-0.057856943993073576,0.08163719639354725,5,13,70,0,0.0,63,1,0.7196571035530943,-0.027510923512008657,0.0025482366164191863,-0.032894257097484114,-0.032894257097484114,-0.15865694399307362,0.15865694399307362,2,16,70,0,0.0,63,1,0.879883418615505,-0.08831092351200866,0.0009482366164191864,-0.07129425709748412,-0.08831092351200866
equal_active_pairs__r1__zw63__z1.5__corr0.7__stop4,equal_active_pairs,1,63,1.5,0.7,0.04,-0.20247041335241378,0.2154416951307938,32,50,6,4,-0.020341205840157816,799,22,0.14158286064962772,-0.10630980987628827,-0.06660985034829191,-0.02955075312783361,-0.10630980987628827,-1.1432704133524139,1.143956552700037,7,75,6,1,-0.1643412058401578,799,22,0.22204293625742444,-0.46310980987628825,-0.33060985034829193,-0.3495507531278336,-0.46310980987628825
largest_dislocation_pair__r1__zw63__z1.5__corr0.7__stop4,largest_dislocation_pair,1,63,1.5,0.7,0.04,-0.18535292422179367,0.20685984741969454,33,49,6,5,-0.024962874824531668,588,12,0.17307815470529925,-0.08338969578437994,-0.07419309219317118,-0.02777013624424253,-0.08338969578437994,-1.1261529242217938,1.1261529242217883,7,75,6,0,-0.16896287482453165,588,12,0.2594153591419376,-0.44018969578438,-0.33819309219317123,-0.3477701362442425,-0.44018969578438
pair_QQQ_SPY__r1__zw126__z1__corr0.5__stop2,pair_QQQ_SPY,1,126,1.0,0.5,0.02,-0.14120323587157105,0.15448093253070866,34,46,8,2,-0.031336830039192076,457,30,0.14737197317792078,-0.028105920742212326,-0.019571484481298442,-0.09352583064806029,-0.09352583064806029,-0.8724032358715711,0.872403235871569,2,78,8,0,-0.13533683003919206,457,30,0.3032209758260377,-0.25690592074221236,-0.24997148448129847,-0.3655258306480603,-0.3655258306480603
pair_SMH_XLK__r1__zw126__z1__corr0.5__stop2,pair_SMH_XLK,1,126,1.0,0.5,0.02,-0.031085793862253006,0.13337195858645623,40,42,6,6,0.0376153228466409,468,66,0.10278138404188243,-0.06427639213634981,-0.027697531556923265,0.060888129831020106,-0.06427639213634981,-0.779885793862253,0.7828588240242049,14,68,6,3,-0.07278467715335911,468,66,0.15130432569476776,-0.34747639213634984,-0.23889753155692328,-0.19351187016897992,-0.34747639213634984
pair_IWM_SPY__r1__zw126__z1__corr0.5__stop2,pair_IWM_SPY,1,126,1.0,0.5,0.02,-0.1996160745389142,0.2440918841621503,36,46,6,4,-0.030419830334958927,500,31,0.1332763383802234,-0.14109869111372067,-0.05107659793926052,-0.00744078548593298,-0.14109869111372067,-0.9996160745389141,1.003642707606344,5,77,6,0,-0.1616198303349589,500,31,0.21823199026247725,-0.4482986911137207,-0.2798765979392605,-0.271440785485933,-0.4482986911137207
pair_XLY_XLP__r1__zw126__z1__corr0.5__stop2,pair_XLY_XLP,1,126,1.0,0.5,0.02,-0.15282579689659614,0.1790186266133584,11,23,54,1,0.011077681281768682,189,22,0.21217937045978563,-0.11224190389236673,-0.051661574285998144,0.011077681281768682,-0.11224190389236673,-0.4552257968965962,0.4647034781783651,7,27,54,1,0.009477681281768681,189,22,0.27710685679740166,-0.3218419038923668,-0.14286157428599816,0.009477681281768681,-0.3218419038923668
pair_XLE_USO__r1__zw126__z1__corr0.5__stop2,pair_XLE_USO,1,126,1.0,0.5,0.02,-0.17374840402173652,0.3326564475415164,35,44,9,5,0.016511886803208198,469,77,0.14815353981328747,-0.17696945392506352,-0.03824667997418124,0.04146772987750824,-0.17696945392506352,-0.9241484040217367,0.9610318494315733,22,57,9,4,-0.1002881131967918,469,77,0.18304788159991084,-0.41696945392506357,-0.26704667997418124,-0.24013227012249178,-0.41696945392506357
pair_TLT_SHY__r1__zw126__z1__corr0.5__stop2,pair_TLT_SHY,1,126,1.0,0.5,0.02,-0.14405106986068283,0.17295983779628335,23,46,19,3,-0.017321994344863242,394,5,0.18666693928561442,-0.04164576208660764,-0.03709945589771857,-0.06530585187635665,-0.06530585187635665,-0.7744510698606829,0.7744510698606816,6,63,19,0,-0.10532199434486322,394,5,0.29385940811945527,-0.19844576208660764,-0.27869945589771855,-0.29730585187635666,-0.29730585187635666
equal_active_pairs__r1__zw126__z1__corr0.5__stop2,equal_active_pairs,1,126,1.0,0.5,0.02,-0.5473747543325116,0.5528273346459892,30,52,6,4,-0.03670031796010673,2477,231,0.0644501368457751,-0.3647247774802934,-0.08842295113168164,-0.0942270257205365,-0.3647247774802934,-2.633774754332512,2.6355962337252934,3,79,6,0,-0.35510031796010677,2477,231,0.10775909928221594,-1.0751247774802937,-0.7396229511316817,-0.8190270257205366,-1.0751247774802937
largest_dislocation_pair__r1__zw126__z1__corr0.5__stop2,largest_dislocation_pair,1,126,1.0,0.5,0.02,-0.6044322590859256,0.6179299809004142,27,55,6,4,-0.03802859562523342,1304,118,0.0709072806328819,-0.3865059888737581,-0.08008415541222041,-0.13784211479994699,-0.3865059888737581,-2.690832259085926,2.699035460931945,4,78,6,1,-0.35642859562523344,1304,118,0.10561111089457802,-1.0969059888737582,-0.7312841554122206,-0.8626421147999471,-1.0969059888737582
pair_QQQ_SPY__r1__zw126__z1__corr0.5__stop4,pair_QQQ_SPY,1,126,1.0,0.5,0.04,-0.22126187684092602,0.22519308449506684,34,46,8,2,-0.030677923650356466,457,9,0.11985747529804912,-0.10104951176901586,-0.030601425279142593,-0.08961093979276757,-0.10104951176901586,-0.9524618768409259,0.9524618768409235,2,78,8,0,-0.13467792365035647,457,9,0.2532434895168234,-0.3298495117690159,-0.2610014252791426,-0.3616109397927676,-0.3616109397927676
pair_SMH_XLK__r1__zw126__z1__corr0.5__stop4,pair_SMH_XLK,1,126,1.0,0.5,0.04,-0.043520096411992955,0.14611949543064362,39,43,6,6,0.03589625300231947,468,8,0.09137867640803118,-0.08891379258911095,-0.01855834613583168,0.06395204231294968,-0.08891379258911095,-0.792320096411993,0.7952931265739455,12,70,6,2,-0.07450374699768053,468,8,0.1355680166196961,-0.372113792589111,-0.22975834613583168,-0.1904479576870503,-0.372113792589111
pair_IWM_SPY__r1__zw126__z1__corr0.5__stop4,pair_IWM_SPY,1,126,1.0,0.5,0.04,-0.20123473423664745,0.22375104078443464,37,45,6,5,-0.03265850982936924,500,6,0.12362392110367454,-0.13121950388068415,-0.04276856296626412,-0.027246667389699195,-0.13121950388068415,-1.0012347342366474,1.0052551808514052,5,77,6,0,-0.16385850982936925,500,6,0.20258320074817446,-0.4384195038806842,-0.2715685629662641,-0.2912466673896992,-0.4384195038806842
pair_XLY_XLP__r1__zw126__z1__corr0.5__stop4,pair_XLY_XLP,1,126,1.0,0.5,0.04,-0.14452605189526319,0.1707742474700448,12,22,54,1,0.011077681281768682,189,4,0.20702620674660577,-0.11172892488135931,-0.04387480829567254,0.011077681281768682,-0.11172892488135931,-0.4469260518952632,0.4564037331770321,7,27,54,1,0.009477681281768681,189,4,0.2731647008065125,-0.32132892488135933,-0.13507480829567253,0.009477681281768681,-0.32132892488135933
pair_XLE_USO__r1__zw126__z1__corr0.5__stop4,pair_XLE_USO,1,126,1.0,0.5,0.04,-0.04354543698968061,0.2772284199763153,39,40,9,6,0.07202843862394895,469,16,0.149358193134936,-0.10045411778156113,-0.024375014552545465,0.08128369534442606,-0.10045411778156113,-0.7939454369896806,0.8758438548945663,21,58,9,5,-0.044771561376051046,469,16,0.18381579880576018,-0.3404541177815612,-0.2531750145525455,-0.20031630465557396,-0.3404541177815612
pair_TLT_SHY__r1__zw126__z1__corr0.5__stop4,pair_TLT_SHY,1,126,1.0,0.5,0.04,-0.1672124757806516,0.19540803254468525,22,47,19,3,-0.017321994344863242,394,1,0.18666693928561442,-0.05628652575110489,-0.04562009815319008,-0.06530585187635665,-0.06530585187635665,-0.7976124757806516,0.79761247578065,6,63,19,0,-0.10532199434486322,394,1,0.29385940811945527,-0.2130865257511049,-0.2872200981531901,-0.29730585187635666,-0.29730585187635666
equal_active_pairs__r1__zw126__z1__corr0.5__stop4,equal_active_pairs,1,126,1.0,0.5,0.04,-0.5203618046197664,0.5408013331513392,31,51,6,5,-0.012270084974827747,2477,44,0.06118816988703343,-0.3666029199121609,-0.0917670644918396,-0.06199182021576586,-0.3666029199121609,-2.606761804619767,2.608583284012546,3,79,6,0,-0.33067008497482775,2477,44,0.10309777439549782,-1.077002919912161,-0.7429670644918398,-0.7867918202157659,-1.077002919912161
largest_dislocation_pair__r1__zw126__z1__corr0.5__stop4,largest_dislocation_pair,1,126,1.0,0.5,0.04,-0.5139484967753036,0.561251923475045,28,54,6,5,0.037681209737390885,1304,19,0.08671783269943643,-0.37400800278507706,-0.08858785925749463,-0.051352634732731925,-0.37400800278507706,-2.6003484967753043,2.6085516986213206,5,77,6,2,-0.2807187902626091,1304,19,0.12966636235682524,-1.084408002785077,-0.7397878592574948,-0.776152634732732,-1.084408002785077
pair_QQQ_SPY__r1__zw126__z1__corr0.7__stop2,pair_QQQ_SPY,1,126,1.0,0.7,0.02,-0.14120323587157105,0.15448093253070866,34,46,8,2,-0.031336830039192076,457,30,0.14737197317792078,-0.028105920742212326,-0.019571484481298442,-0.09352583064806029,-0.09352583064806029,-0.8724032358715711,0.872403235871569,2,78,8,0,-0.13533683003919206,457,30,0.3032209758260377,-0.25690592074221236,-0.24997148448129847,-0.3655258306480603,-0.3655258306480603
pair_SMH_XLK__r1__zw126__z1__corr0.7__stop2,pair_SMH_XLK,1,126,1.0,0.7,0.02,-0.031085793862253006,0.13337195858645623,40,42,6,6,0.0376153228466409,468,66,0.10278138404188243,-0.06427639213634981,-0.027697531556923265,0.060888129831020106,-0.06427639213634981,-0.779885793862253,0.7828588240242049,14,68,6,3,-0.07278467715335911,468,66,0.15130432569476776,-0.34747639213634984,-0.23889753155692328,-0.19351187016897992,-0.34747639213634984
pair_IWM_SPY__r1__zw126__z1__corr0.7__stop2,pair_IWM_SPY,1,126,1.0,0.7,0.02,-0.1845385690195971,0.22921851443122018,37,45,6,4,-0.030419830334958927,489,29,0.13499727524683158,-0.13582911117950022,-0.05107659793926052,0.0023671400991636844,-0.13582911117950022,-0.966938569019597,0.9710900942071137,5,77,6,0,-0.1616198303349589,489,29,0.21960057454417384,-0.4414291111795003,-0.2798765979392605,-0.2456328599008363,-0.4414291111795003
pair_XLY_XLP__r1__zw126__z1__corr0.7__stop2,pair_XLY_XLP,1,126,1.0,0.7,0.02,-0.12081931741961745,0.12682886672935967,3,10,75,0,0.0,67,18,0.48652899079499,-0.11191984628260801,-0.008899471137009436,0.0,-0.11191984628260801,-0.22801931741961745,0.2324288667293598,3,10,75,0,0.0,67,18,0.5829949490142833,-0.21431984628260803,-0.013699471137009436,0.0,-0.21431984628260803
pair_XLE_USO__r1__zw126__z1__corr0.7__stop2,pair_XLE_USO,1,126,1.0,0.7,0.02,0.1568787746413995,0.07105792587315451,14,9,65,3,0.030356734105076236,117,19,0.3642090784251264,0.09255016585693715,0.033971874679386095,0.030356734105076236,0.030356734105076236,-0.030321225358600573,0.13649358186431107,9,14,65,3,-0.016043265894923768,117,19,0.41666267760011555,0.05255016585693709,-0.06682812532061391,-0.016043265894923768,-0.06682812532061391
pair_TLT_SHY__r1__zw126__z1__corr0.7__stop2,pair_TLT_SHY,1,126,1.0,0.7,0.02,-0.06359585094799403,0.1013175423998797,4,15,69,0,0.0,121,3,0.49818208449557544,-0.02389599373487928,0.0013992229754140834,-0.04109908018852883,-0.04109908018852883,-0.257195850947994,0.25719585094799413,0,19,69,0,0.0,121,3,0.6980789953552876,-0.1470959937348793,-0.0018007770245859166,-0.10829908018852885,-0.1470959937348793
equal_active_pairs__r1__zw126__z1__corr0.7__stop2,equal_active_pairs,1,126,1.0,0.7,0.02,-0.18964258475329754,0.2644284936527244,33,49,6,6,0.008067003269796952,1719,165,0.08362996093948634,-0.12736146711322274,-0.05425720705640107,-0.00802391058367366,-0.12736146711322274,-1.9224425847532975,1.9239746860056517,3,79,6,0,-0.25593299673020303,1719,165,0.14045659548783485,-0.7497614671132228,-0.5694572070564012,-0.6032239105836736,-0.7497614671132228
largest_dislocation_pair__r1__zw126__z1__corr0.7__stop2,largest_dislocation_pair,1,126,1.0,0.7,0.02,-0.1207328757664691,0.24700600347928123,36,46,6,7,0.019126101522067514,1083,90,0.09888957440977408,-0.07133279730694728,-0.03977386720789741,-0.009626211251624425,-0.07133279730694728,-1.853532875766469,1.853532875766448,4,78,6,1,-0.2448738984779325,1083,90,0.1529048627584617,-0.6937327973069474,-0.5549738672078974,-0.6048262112516244,-0.6937327973069474
pair_QQQ_SPY__r1__zw126__z1__corr0.7__stop4,pair_QQQ_SPY,1,126,1.0,0.7,0.04,-0.22126187684092602,0.22519308449506684,34,46,8,2,-0.030677923650356466,457,9,0.11985747529804912,-0.10104951176901586,-0.030601425279142593,-0.08961093979276757,-0.10104951176901586,-0.9524618768409259,0.9524618768409235,2,78,8,0,-0.13467792365035647,457,9,0.2532434895168234,-0.3298495117690159,-0.2610014252791426,-0.3616109397927676,-0.3616109397927676
pair_SMH_XLK__r1__zw126__z1__corr0.7__stop4,pair_SMH_XLK,1,126,1.0,0.7,0.04,-0.043520096411992955,0.14611949543064362,39,43,6,6,0.03589625300231947,468,8,0.09137867640803118,-0.08891379258911095,-0.01855834613583168,0.06395204231294968,-0.08891379258911095,-0.792320096411993,0.7952931265739455,12,70,6,2,-0.07450374699768053,468,8,0.1355680166196961,-0.372113792589111,-0.22975834613583168,-0.1904479576870503,-0.372113792589111
pair_IWM_SPY__r1__zw126__z1__corr0.7__stop4,pair_IWM_SPY,1,126,1.0,0.7,0.04,-0.1885900263079745,0.2112775307650334,37,45,6,5,-0.03265850982936924,489,6,0.12615242403887214,-0.12594992394646373,-0.04276856296626412,-0.019871539395246645,-0.12594992394646373,-0.9709900263079745,0.9751260669876581,5,77,6,0,-0.16385850982936925,489,6,0.20573190191402946,-0.43154992394646374,-0.2715685629662641,-0.26787153939524666,-0.43154992394646374
pair_XLY_XLP__r1__zw126__z1__corr0.7__stop4,pair_XLY_XLP,1,126,1.0,0.7,0.04,-0.1155586255850346,0.12156817489477667,3,10,75,0,0.0,67,4,0.48460667400489316,-0.10599152039606273,-0.00956710518897188,0.0,-0.10599152039606273,-0.22275862558503462,0.22716817489477692,3,10,75,0,0.0,67,4,0.5901616109385724,-0.20839152039606273,-0.01436710518897188,0.0,-0.20839152039606273
pair_XLE_USO__r1__zw126__z1__corr0.7__stop4,pair_XLE_USO,1,126,1.0,0.7,0.04,0.16259045527746308,0.06801710200616269,14,9,65,3,0.016375046206987078,117,7,0.3593203681323158,0.13321604364761336,0.012999365422862614,0.016375046206987084,0.012999365422862614,-0.024609544722537013,0.1636487743088549,8,15,65,3,-0.030024953793012912,117,7,0.41212686095086287,0.09321604364761328,-0.08780063457713738,-0.030024953793012912,-0.08780063457713738
pair_TLT_SHY__r1__zw126__z1__corr0.7__stop4,pair_TLT_SHY,1,126,1.0,0.7,0.04,-0.07823661461249126,0.11536852400271978,4,15,69,0,0.0,121,1,0.49818208449557544,-0.03853675739937653,0.0013992229754140834,-0.04109908018852883,-0.04109908018852883,-0.2718366146124913,0.27183661461249153,0,19,69,0,0.0,121,1,0.6980789953552876,-0.16173675739937654,-0.0018007770245859166,-0.10829908018852885,-0.16173675739937654
equal_active_pairs__r1__zw126__z1__corr0.7__stop4,equal_active_pairs,1,126,1.0,0.7,0.04,-0.23016269319810304,0.2731026282209913,33,49,6,6,-0.002237026317580536,1719,35,0.07077430934099803,-0.13623624026198722,-0.06520143428800296,-0.028725018648112853,-0.13623624026198722,-1.962962693198103,1.964494794450455,3,79,6,0,-0.26623702631758056,1719,35,0.12153522475229285,-0.7586362402619873,-0.5804014342880031,-0.6239250186481129,-0.7586362402619873
largest_dislocation_pair__r1__zw126__z1__corr0.7__stop4,largest_dislocation_pair,1,126,1.0,0.7,0.04,-0.17860428084142785,0.2586886071243213,34,48,6,7,0.01780368890560163,1083,15,0.09800871395386773,-0.09608030715842403,-0.06409237430575335,-0.018431599377250488,-0.09608030715842403,-1.911404280841428,1.9114042808414058,6,76,6,1,-0.24619631109439838,1083,15,0.1542543014424772,-0.718480307158424,-0.5792923743057534,-0.6136315993772505,-0.718480307158424
pair_QQQ_SPY__r1__zw126__z1.5__corr0.5__stop2,pair_QQQ_SPY,1,126,1.5,0.5,0.02,-0.04809999475264756,0.07665181114425641,32,39,17,2,-0.022702124090632048,217,18,0.1959277373407837,0.017274408860173035,-0.02468053787184462,-0.04069386574097597,-0.04069386574097597,-0.39529999475264754,0.3952999947526479,9,62,17,0,-0.07710212409063205,217,18,0.34955789049148067,-0.10592559113982697,-0.12068053787184463,-0.168693865740976,-0.168693865740976
pair_SMH_XLK__r1__zw126__z1.5__corr0.5__stop2,pair_SMH_XLK,1,126,1.5,0.5,0.02,0.04683937064719264,0.042039573556682926,38,34,16,7,0.035412499535451426,233,33,0.16789679349544695,-0.020484762943081637,0.020415211436173242,0.04690892215410104,-0.020484762943081637,-0.32596062935280734,0.3310406778063859,16,56,16,4,-0.031787500464548576,233,33,0.23590424497620818,-0.15968476294308165,-0.08198478856382677,-0.08429107784589895,-0.15968476294308165
pair_IWM_SPY__r1__zw126__z1.5__corr0.5__stop2,pair_IWM_SPY,1,126,1.5,0.5,0.02,-0.19450496600168093,0.20354840444410144,29,41,18,4,-0.015618510881403605,208,21,0.22098441635012278,-0.12590026505513013,-0.03925143836492741,-0.029353262581623442,-0.12590026505513013,-0.527304966001681,0.5292087732687043,14,56,18,3,-0.0636185108814036,208,21,0.32802793321368534,-0.25390026505513014,-0.1448514383649274,-0.12855326258162342,-0.25390026505513014
pair_XLY_XLP__r1__zw126__z1.5__corr0.5__stop2,pair_XLY_XLP,1,126,1.5,0.5,0.02,-0.15166412888228273,0.16074382351064265,12,12,64,0,0.0,73,16,0.4053621604057633,-0.12823291237785514,-0.023431216504427574,0.0,-0.12823291237785514,-0.2684641288822827,0.27274382351064264,8,16,64,0,0.0,73,16,0.5176211253705618,-0.21943291237785517,-0.04903121650442757,0.0,-0.21943291237785517
pair_XLE_USO__r1__zw126__z1.5__corr0.5__stop2,pair_XLE_USO,1,126,1.5,0.5,0.02,-0.11620722731073545,0.29042072023703963,32,33,23,5,0.02647620008180188,217,43,0.24275385121601986,-0.10031194682155678,-0.028559286882898445,0.012664006393719777,-0.10031194682155678,-0.4634072273107356,0.5630167293265707,20,45,23,3,-0.02952379991819813,217,43,0.2833330515313133,-0.2123119468215569,-0.13095928688289846,-0.12013599360628023,-0.2123119468215569
pair_TLT_SHY__r1__zw126__z1.5__corr0.5__stop2,pair_TLT_SHY,1,126,1.5,0.5,0.02,-0.056221509054072076,0.09175846535150455,25,32,31,5,0.0008646012622242354,172,4,0.34031720382577746,-0.03540139375422704,0.006756761812684586,-0.027576877112529652,-0.03540139375422704,-0.3314215090540721,0.3314215090540724,10,47,31,2,-0.03433539873777576,172,4,0.4770791668647505,-0.11220139375422705,-0.09724323818731542,-0.12197687711252964,-0.12197687711252964
equal_active_pairs__r1__zw126__z1.5__corr0.5__stop2,equal_active_pairs,1,126,1.5,0.5,0.02,-0.3600467753239989,0.400163328103169,30,52,6,8,0.022773932151133523,1120,135,0.07730472904132255,-0.2991755491416178,-0.01131576521923702,-0.04955546096314406,-0.2991755491416178,-1.568046775323999,1.585763328103152,10,72,6,0,-0.16922606784886646,1120,135,0.11240631811269464,-0.7055755491416178,-0.39051576521923703,-0.47195546096314417,-0.7055755491416178
largest_dislocation_pair__r1__zw126__z1.5__corr0.5__stop2,largest_dislocation_pair,1,126,1.5,0.5,0.02,-0.4434004032194395,0.4680207224795588,33,49,6,7,-0.013269836968486898,755,76,0.10807496768259839,-0.31293027306633103,-0.04852379964774064,-0.08194633050536791,-0.31293027306633103,-1.6514004032194398,1.6596036050654757,9,73,6,0,-0.2052698369684869,755,76,0.15239148166799518,-0.7193302730663311,-0.42772379964774077,-0.5043463305053679,-0.7193302730663311
pair_QQQ_SPY__r1__zw126__z1.5__corr0.5__stop4,pair_QQQ_SPY,1,126,1.5,0.5,0.04,-0.09798395489630056,0.09885018375587284,30,41,17,2,-0.022702124090632048,217,6,0.18947042092700436,-0.03586509320982059,-0.021424995945503997,-0.04069386574097597,-0.04069386574097597,-0.4451839548963005,0.4451839548963008,9,62,17,0,-0.07710212409063205,217,6,0.35771128080453546,-0.1590650932098206,-0.117424995945504,-0.168693865740976,-0.168693865740976
pair_SMH_XLK__r1__zw126__z1.5__corr0.5__stop4,pair_SMH_XLK,1,126,1.5,0.5,0.04,-0.0017294107522928745,0.07243718296002864,35,37,16,7,0.027679092966571093,233,5,0.14687758415392763,-0.03573732963577644,-0.011448339094009326,0.0454562579774929,-0.03573732963577644,-0.37452941075229285,0.3794569626423626,16,56,16,4,-0.039520907033428906,233,5,0.20632113096961938,-0.17493732963577646,-0.11384833909400935,-0.0857437420225071,-0.17493732963577646
pair_IWM_SPY__r1__zw126__z1.5__corr0.5__stop4,pair_IWM_SPY,1,126,1.5,0.5,0.04,-0.2079520482645411,0.21694360234071283,28,42,18,4,-0.019193491190652105,208,4,0.24315392229011934,-0.13480045856133266,-0.03265614440298062,-0.040495445300227834,-0.13480045856133266,-0.5407520482645412,0.542625354869185,14,56,18,3,-0.06719349119065211,208,4,0.3612522013058742,-0.2628004585613327,-0.13825614440298062,-0.13969544530022782,-0.2628004585613327
pair_XLY_XLP__r1__zw126__z1.5__corr0.5__stop4,pair_XLY_XLP,1,126,1.5,0.5,0.04,-0.14273799348534366,0.15181768811370366,11,13,64,0,0.0,73,4,0.38005537534213635,-0.12825968866300574,-0.014478304822337897,0.0,-0.12825968866300574,-0.2595379934853437,0.26381768811370354,8,16,64,0,0.0,73,4,0.487820931324302,-0.21945968866300575,-0.0400783048223379,0.0,-0.21945968866300575
pair_XLE_USO__r1__zw126__z1.5__corr0.5__stop4,pair_XLE_USO,1,126,1.5,0.5,0.04,0.02409987030670012,0.237247912457695,34,31,23,6,0.0659248839807317,217,12,0.25168552603891714,-0.034679677885419403,0.010588673499523634,0.048190874692595885,-0.034679677885419403,-0.3231001296933,0.48710166321181747,24,41,23,4,0.00992488398073169,217,12,0.2942559703438597,-0.14667967788541947,-0.09181132650047638,-0.08460912530740412,-0.14667967788541947
pair_TLT_SHY__r1__zw126__z1.5__corr0.5__stop4,pair_TLT_SHY,1,126,1.5,0.5,0.04,-0.07568834464111422,0.1107786870617986,25,32,31,5,0.0008646012622242354,172,1,0.34031720382577746,-0.05004215741872428,0.0019306898901396974,-0.027576877112529652,-0.05004215741872428,-0.3508883446411143,0.3508883446411145,10,47,31,2,-0.03433539873777576,172,1,0.4770791668647505,-0.1268421574187243,-0.10206931010986031,-0.12197687711252964,-0.1268421574187243
equal_active_pairs__r1__zw126__z1.5__corr0.5__stop4,equal_active_pairs,1,126,1.5,0.5,0.04,-0.2929856400531579,0.3548143435571406,31,51,6,7,0.03679391319026911,1120,32,0.0914314962682746,-0.2791513202560702,0.011472165192119119,-0.02530648498920678,-0.2791513202560702,-1.500985640053158,1.5324143435571238,10,72,6,1,-0.15520608680973086,1120,32,0.13502818773112096,-0.6855513202560702,-0.36772783480788085,-0.4477064849892068,-0.6855513202560702
largest_dislocation_pair__r1__zw126__z1.5__corr0.5__stop4,largest_dislocation_pair,1,126,1.5,0.5,0.04,-0.3683333784798029,0.43034243936579325,31,51,6,8,0.03612057623366828,755,16,0.13306653063448082,-0.3034981797495756,-0.04443804326342185,-0.02039715546680539,-0.3034981797495756,-1.576333378479803,1.607417005161196,11,71,6,1,-0.15587942376633174,755,16,0.18786583299889964,-0.7098981797495757,-0.4236380432634219,-0.4427971554668054,-0.7098981797495757
pair_QQQ_SPY__r1__zw126__z1.5__corr0.7__stop2,pair_QQQ_SPY,1,126,1.5,0.7,0.02,-0.04809999475264756,0.07665181114425641,32,39,17,2,-0.022702124090632048,217,18,0.1959277373407837,0.017274408860173035,-0.02468053787184462,-0.04069386574097597,-0.04069386574097597,-0.39529999475264754,0.3952999947526479,9,62,17,0,-0.07710212409063205,217,18,0.34955789049148067,-0.10592559113982697,-0.12068053787184463,-0.168693865740976,-0.168693865740976
pair_SMH_XLK__r1__zw126__z1.5__corr0.7__stop2,pair_SMH_XLK,1,126,1.5,0.7,0.02,0.04683937064719264,0.042039573556682926,38,34,16,7,0.035412499535451426,233,33,0.16789679349544695,-0.020484762943081637,0.020415211436173242,0.04690892215410104,-0.020484762943081637,-0.32596062935280734,0.3310406778063859,16,56,16,4,-0.031787500464548576,233,33,0.23590424497620818,-0.15968476294308165,-0.08198478856382677,-0.08429107784589895,-0.15968476294308165
