variant_id,expression,lookback,z_window,entry_z,min_corr,short_stop,cost2_net_simple_return,cost2_maximum_drawdown,cost2_positive_months,cost2_negative_months,cost2_inactive_months,cost2_recent12_positive_months,cost2_recent12_net,cost2_active_pair_days,cost2_short_stop_hits,cost2_top5_positive_day_share,cost2_2019_2021,cost2_2022_2023,cost2_2024_2026apr,cost2_worst_fold,cost10_net_simple_return,cost10_maximum_drawdown,cost10_positive_months,cost10_negative_months,cost10_inactive_months,cost10_recent12_positive_months,cost10_recent12_net,cost10_active_pair_days,cost10_short_stop_hits,cost10_top5_positive_day_share,cost10_2019_2021,cost10_2022_2023,cost10_2024_2026apr,cost10_worst_fold
equal_active_pairs__r5__zw126__z1.5__corr0.5__stop2,equal_active_pairs,5,126,1.5,0.5,0.02,-0.1952170450711544,0.22705759690096372,41,41,6,5,-0.04185496769025449,1235,149,0.07813711378249179,-0.14756389664391756,-0.004828732636277476,-0.04282441579095933,-0.14756389664391756,-1.4960170450711545,1.4960170450711414,7,75,6,1,-0.2466549676902545,1235,149,0.1128032189793684,-0.5731638966439176,-0.4144287326362775,-0.5084244157909593,-0.5731638966439176
largest_dislocation_pair__r5__zw126__z1.5__corr0.5__stop2,largest_dislocation_pair,5,126,1.5,0.5,0.02,-0.1589137150616783,0.24497088228904776,42,40,6,6,-0.06399718781399978,813,89,0.09905749273867687,-0.12922638322135965,0.02270367756003717,-0.052391009400355765,-0.12922638322135965,-1.4597137150616786,1.4597137150616668,7,75,6,0,-0.26879718781399975,813,89,0.13963943263122136,-0.5548263832213597,-0.38689632243996286,-0.5179910094003558,-0.5548263832213597
pair_QQQ_SPY__r5__zw126__z1.5__corr0.5__stop4,pair_QQQ_SPY,5,126,1.5,0.5,0.04,-0.1196788223411171,0.12303423647035444,27,36,25,3,-0.016104141558774196,244,5,0.19140085203725615,-0.018392772661211365,-0.04823373533153294,-0.05305231434837279,-0.05305231434837279,-0.5100788223411171,0.5100788223411173,7,56,25,0,-0.07210414155877419,244,5,0.34633655640435307,-0.14959277266121135,-0.16343373533153294,-0.19705231434837278,-0.19705231434837278
pair_SMH_XLK__r5__zw126__z1.5__corr0.5__stop4,pair_SMH_XLK,5,126,1.5,0.5,0.04,-0.07233356992799377,0.09503129046171976,32,32,24,4,-0.00640642625414896,245,12,0.1605643800079802,-0.05939253910894465,-0.005807846280620595,-0.007133184538428533,-0.05939253910894465,-0.4643335699279938,0.4701556257672804,18,46,24,2,-0.06720642625414895,245,12,0.2212145828923457,-0.17939253910894465,-0.12580784628062058,-0.15913318453842856,-0.17939253910894465
pair_IWM_SPY__r5__zw126__z1.5__corr0.5__stop4,pair_IWM_SPY,5,126,1.5,0.5,0.04,-0.1613313986809146,0.1881881063213282,32,23,33,5,-0.012135493230439446,229,6,0.17965593460314863,-0.13929819010906194,-0.019963196669370294,-0.002070011902482351,-0.13929819010906194,-0.5277313986809146,0.5277313986809147,13,42,33,1,-0.07453549323043945,229,6,0.2757966937577452,-0.28649819010906197,-0.12236319666937029,-0.11887001190248234,-0.28649819010906197
pair_XLY_XLP__r5__zw126__z1.5__corr0.5__stop4,pair_XLY_XLP,5,126,1.5,0.5,0.04,-0.019574314842706608,0.0730516153526229,8,11,69,0,0.0,87,4,0.3730643855990143,-0.006170228054139953,-0.013404086788566636,0.0,-0.013404086788566636,-0.1587743148427066,0.15877431484270677,5,14,69,0,0.0,87,4,0.4530134408309887,-0.11497022805413996,-0.04380408678856665,0.0,-0.11497022805413996
pair_XLE_USO__r5__zw126__z1.5__corr0.5__stop4,pair_XLE_USO,5,126,1.5,0.5,0.04,0.08195086277297192,0.20157544006951936,40,19,29,7,0.05089753212630489,237,13,0.20700942598177208,-0.015042640757619578,0.0829315610295184,0.014061942501073087,-0.015042640757619578,-0.29724913722702817,0.393941614757652,24,35,29,3,-0.00990246787369511,237,13,0.24101272924168177,-0.15424264075761968,-0.006668438970481609,-0.1363380574989269,-0.15424264075761968
pair_TLT_SHY__r5__zw126__z1.5__corr0.5__stop4,pair_TLT_SHY,5,126,1.5,0.5,0.04,-0.0483448313388625,0.09573638506447453,23,25,40,3,-0.007358164109661419,193,0,0.271678778037771,-0.006913518900493909,-0.047225704669746654,0.005794392231378051,-0.047225704669746654,-0.35714483133886255,0.35714483133886277,9,39,40,0,-0.03455816410966142,193,0,0.38132658293741584,-0.09491351890049392,-0.17682570466974665,-0.08540560776862195,-0.17682570466974665
equal_active_pairs__r5__zw126__z1.5__corr0.5__stop4,equal_active_pairs,5,126,1.5,0.5,0.04,-0.2154889085016623,0.2659699354810137,41,41,6,6,0.00015976084982136074,1235,40,0.07347014555638282,-0.18973284234092397,-0.029235312158799806,0.003479245998061521,-0.18973284234092397,-1.5162889085016624,1.5162889085016469,7,75,6,1,-0.20464023915017865,1235,40,0.10615637488990193,-0.6153328423409241,-0.4388353121587998,-0.46212075400193847,-0.6153328423409241
largest_dislocation_pair__r5__zw126__z1.5__corr0.5__stop4,largest_dislocation_pair,5,126,1.5,0.5,0.04,-0.15590670478941923,0.2496797295931667,43,39,6,6,0.008765735355977054,813,16,0.11744522892352308,-0.18004260693356433,0.007381114744620883,0.01675478739952429,-0.18004260693356433,-1.4567067047894193,1.4746882432554036,7,75,6,0,-0.1960342646440229,813,16,0.1656640674665604,-0.6056426069335644,-0.40221888525537913,-0.4488452126004757,-0.6056426069335644
pair_QQQ_SPY__r5__zw126__z1.5__corr0.7__stop2,pair_QQQ_SPY,5,126,1.5,0.7,0.02,-0.09517628897306131,0.12320880328602926,27,36,25,3,-0.016104141558774196,244,26,0.21876081102620942,0.005507084949299563,-0.04458867376605233,-0.05609470015630853,-0.05609470015630853,-0.48557628897306127,0.4855762889730617,6,57,25,0,-0.07210414155877419,244,26,0.37846572504190523,-0.12569291505070046,-0.15978867376605232,-0.20009470015630854,-0.20009470015630854
pair_SMH_XLK__r5__zw126__z1.5__corr0.7__stop2,pair_SMH_XLK,5,126,1.5,0.7,0.02,0.028600477252135662,0.049246476138172554,37,27,24,5,-0.0020398868137146394,245,42,0.20320620612146553,-0.017091737136481155,0.03606103174082121,0.009631182647795583,-0.017091737136481155,-0.36339952274786436,0.3725435814938516,16,48,24,2,-0.06283988681371463,245,42,0.2737307980086814,-0.1370917371364812,-0.08393896825917878,-0.1423688173522044,-0.1423688173522044
pair_IWM_SPY__r5__zw126__z1.5__corr0.7__stop2,pair_IWM_SPY,5,126,1.5,0.7,0.02,-0.1186540324117629,0.15934315922370046,33,20,35,5,-0.014593544246780575,212,23,0.16670924892764216,-0.0916995125931416,-0.03999709510908744,0.01304257529046615,-0.0916995125931416,-0.45785403241176287,0.45785403241176326,13,40,35,1,-0.07699354424678058,212,23,0.24592532125688304,-0.23249951259314167,-0.14239709510908743,-0.08295742470953385,-0.23249951259314167
pair_XLY_XLP__r5__zw126__z1.5__corr0.7__stop2,pair_XLY_XLP,5,126,1.5,0.7,0.02,-0.015056898116046461,0.030124620181664744,4,4,80,0,0.0,35,11,0.7824078920093773,0.00828681620200704,-0.0233437143180535,0.0,-0.0233437143180535,-0.07105689811604647,0.07105689811604654,2,6,80,0,0.0,35,11,0.8666833106942629,-0.04451318379799297,-0.026543714318053503,0.0,-0.04451318379799297
pair_XLE_USO__r5__zw126__z1.5__corr0.7__stop2,pair_XLE_USO,5,126,1.5,0.7,0.02,0.20317820253843077,0.03133688885236787,12,6,70,3,0.037896958607038296,62,9,0.46274124537543154,0.1450729909889546,0.020208252942437863,0.0378969586070383,0.020208252942437863,0.10397820253843071,0.04983111066969046,7,11,70,2,0.010696958607038294,62,9,0.5101690368455736,0.11467299098895456,-0.02139174705756213,0.010696958607038296,-0.02139174705756213
pair_TLT_SHY__r5__zw126__z1.5__corr0.7__stop2,pair_TLT_SHY,5,126,1.5,0.7,0.02,-0.010467984960861668,0.056939098659064456,5,9,74,0,0.0,60,1,0.576430622005711,-0.011506094390504859,0.0,0.0010381094296431901,-0.011506094390504859,-0.10646798496086166,0.10646798496086174,0,14,74,0,0.0,60,1,0.7384536317600328,-0.08030609439050487,0.0,-0.026161890570356807,-0.08030609439050487
equal_active_pairs__r5__zw126__z1.5__corr0.7__stop2,equal_active_pairs,5,126,1.5,0.7,0.02,-0.006213894977128407,0.0878048423057955,44,38,6,6,0.017456723621410535,858,112,0.10810092269554772,-0.0015023167393527874,-0.018006451630209974,0.013294873392434313,-0.018006451630209974,-1.0254138949771285,1.0254138949771239,14,68,6,3,-0.14574327637858944,858,112,0.16268455790525232,-0.3551023167393528,-0.32520645163021,-0.3451051266075657,-0.3551023167393528
largest_dislocation_pair__r5__zw126__z1.5__corr0.7__stop2,largest_dislocation_pair,5,126,1.5,0.7,0.02,0.06181322719837856,0.08499570377084033,47,35,6,9,0.025595495160312825,637,69,0.12721448498006657,0.060666283025047334,-0.009865194554522066,0.011012138727853296,-0.009865194554522066,-0.9573867728016214,0.9573867728016165,14,68,6,3,-0.13760450483968717,637,69,0.1853915471034848,-0.29293371697495274,-0.3170651945545221,-0.3473878612721467,-0.3473878612721467
pair_QQQ_SPY__r5__zw126__z1.5__corr0.7__stop4,pair_QQQ_SPY,5,126,1.5,0.7,0.04,-0.1196788223411171,0.12303423647035444,27,36,25,3,-0.016104141558774196,244,5,0.19140085203725615,-0.018392772661211365,-0.04823373533153294,-0.05305231434837279,-0.05305231434837279,-0.5100788223411171,0.5100788223411173,7,56,25,0,-0.07210414155877419,244,5,0.34633655640435307,-0.14959277266121135,-0.16343373533153294,-0.19705231434837278,-0.19705231434837278
pair_SMH_XLK__r5__zw126__z1.5__corr0.7__stop4,pair_SMH_XLK,5,126,1.5,0.7,0.04,-0.07233356992799377,0.09503129046171976,32,32,24,4,-0.00640642625414896,245,12,0.1605643800079802,-0.05939253910894465,-0.005807846280620595,-0.007133184538428533,-0.05939253910894465,-0.4643335699279938,0.4701556257672804,18,46,24,2,-0.06720642625414895,245,12,0.2212145828923457,-0.17939253910894465,-0.12580784628062058,-0.15913318453842856,-0.17939253910894465
pair_IWM_SPY__r5__zw126__z1.5__corr0.7__stop4,pair_IWM_SPY,5,126,1.5,0.7,0.04,-0.13993786785104287,0.1843652137007461,33,20,35,5,-0.012135493230439446,212,6,0.18775988681853636,-0.1354752974884799,-0.019963196669370294,0.015500626306807283,-0.1354752974884799,-0.47913786785104284,0.4791378678510432,13,40,35,1,-0.07453549323043945,212,6,0.28628929306479567,-0.2762752974884799,-0.12236319666937029,-0.08049937369319271,-0.2762752974884799
pair_XLY_XLP__r5__zw126__z1.5__corr0.7__stop4,pair_XLY_XLP,5,126,1.5,0.7,0.04,-0.029752100596117458,0.054666554397112876,4,4,80,0,0.0,35,3,0.7306095757374542,-0.011663145973679281,-0.018088954622438178,0.0,-0.018088954622438178,-0.08575210059611746,0.08575210059611749,2,6,80,0,0.0,35,3,0.8166479926137156,-0.06446314597367928,-0.02128895462243818,0.0,-0.06446314597367928
pair_XLE_USO__r5__zw126__z1.5__corr0.7__stop4,pair_XLE_USO,5,126,1.5,0.7,0.04,0.14215210255113028,0.0593774145701363,12,6,70,3,0.027896958607038298,62,6,0.46430550425369577,0.09107428632574222,0.023180857618349777,0.027896958607038298,0.023180857618349777,0.04295210255113027,0.06727543857222797,7,11,70,2,0.0006969586070382956,62,6,0.5128777326336773,0.060674286325742205,-0.018419142381650218,0.0006969586070382939,-0.018419142381650218
pair_TLT_SHY__r5__zw126__z1.5__corr0.7__stop4,pair_TLT_SHY,5,126,1.5,0.7,0.04,-0.008409910063260743,0.0568249284777796,5,9,74,0,0.0,60,0,0.576430622005711,-0.009448019492903935,0.0,0.0010381094296431901,-0.009448019492903935,-0.10440991006326075,0.10440991006326084,0,14,74,0,0.0,60,0,0.7384536317600328,-0.07824801949290394,0.0,-0.026161890570356807,-0.07824801949290394
equal_active_pairs__r5__zw126__z1.5__corr0.7__stop4,equal_active_pairs,5,126,1.5,0.7,0.04,-0.10108147096481554,0.13752750387792329,39,43,6,5,0.009387304342661476,858,32,0.09292651331740513,-0.05129411230115945,-0.05006753429707961,0.00028017563342349824,-0.05129411230115945,-1.1202814709648157,1.12028147096481,13,69,6,3,-0.15381269565733852,858,32,0.14256555580485808,-0.40489411230115946,-0.35726753429707964,-0.3581198243665765,-0.40489411230115946
largest_dislocation_pair__r5__zw126__z1.5__corr0.7__stop4,largest_dislocation_pair,5,126,1.5,0.7,0.04,-0.03734378493243074,0.1144139444848082,43,39,6,8,0.012531370257435592,637,11,0.13193130822581411,0.00410632196297408,-0.04004267878252683,-0.0014074281128780043,-0.04004267878252683,-1.0565437849324308,1.0565437849324264,14,68,6,3,-0.15066862974256437,637,11,0.19716248781858467,-0.3494936780370259,-0.34724267878252685,-0.359807428112878,-0.359807428112878
pair_QQQ_SPY__r20__zw63__z1__corr0.5__stop2,pair_QQQ_SPY,20,63,1.0,0.5,0.02,-0.2679930518185589,0.27739322103464775,25,55,8,5,-0.027363767081409772,753,32,0.07559036560107435,-0.02477830042672678,-0.12185481535287565,-0.12135993603895645,-0.12185481535287565,-1.472793051818559,1.4727930518185477,1,79,8,0,-0.2289637670814098,753,32,0.1600866318187434,-0.4439783004267268,-0.47385481535287577,-0.5549599360389564,-0.5549599360389564
pair_SMH_XLK__r20__zw63__z1__corr0.5__stop2,pair_SMH_XLK,20,63,1.0,0.5,0.02,-0.019506967398935045,0.1226837866069647,39,39,10,6,-0.008768447283644903,721,80,0.08047560034454763,0.0455292552657974,-0.029330363357018448,-0.035705859307713986,-0.035705859307713986,-1.1731069673989352,1.172899698547696,13,65,10,1,-0.1991684472836449,721,80,0.12077427594655873,-0.3784707447342026,-0.34133036335701844,-0.45330585930771405,-0.45330585930771405
pair_IWM_SPY__r20__zw63__z1__corr0.5__stop2,pair_IWM_SPY,20,63,1.0,0.5,0.02,-0.35541755908674927,0.424302402007944,38,38,12,9,0.03748626251770953,716,46,0.06430468164448847,-0.22992874236747768,-0.08749751132504513,-0.037991305394226516,-0.22992874236747768,-1.5010175590867492,1.5014715531997116,10,66,12,2,-0.12251373748229047,716,46,0.10386157746601374,-0.7147287423674777,-0.41709751132504513,-0.3691913053942265,-0.7147287423674777
pair_XLY_XLP__r20__zw63__z1__corr0.5__stop2,pair_XLY_XLP,20,63,1.0,0.5,0.02,-0.18203317504167188,0.20388500754937844,18,16,54,0,0.0,262,23,0.18350570612768707,-0.058093521915313306,-0.1239396531263586,0.0,-0.1239396531263586,-0.601233175041672,0.613037096706816,5,29,54,0,0.0,262,23,0.2540586563257154,-0.35249352191531336,-0.24873965312635865,0.0,-0.35249352191531336
pair_XLE_USO__r20__zw63__z1__corr0.5__stop2,pair_XLE_USO,20,63,1.0,0.5,0.02,-0.09538104992822834,0.2674122824618604,50,32,6,7,0.028274956016009954,697,101,0.08527453189037103,-0.04982377268897906,-0.002498020369422191,-0.04305925686982699,-0.04982377268897906,-1.2105810499282286,1.234975960664736,27,55,6,4,-0.10612504398399004,697,101,0.10588181938340072,-0.4898237726889792,-0.3304980203694223,-0.390259256869827,-0.4898237726889792
pair_TLT_SHY__r20__zw63__z1__corr0.5__stop2,pair_TLT_SHY,20,63,1.0,0.5,0.02,-0.19180489122405553,0.22644082046767092,26,44,18,5,-0.03633135940494257,672,5,0.14158594824049256,-0.028292232340361705,-0.08444223030449383,-0.07907042857919999,-0.08444223030449383,-1.2670048912240555,1.2669978525384875,4,66,18,0,-0.2171313594049426,672,5,0.2461589971359162,-0.3514922323403617,-0.4476422303044939,-0.4678704285792,-0.4678704285792
equal_active_pairs__r20__zw63__z1__corr0.5__stop2,equal_active_pairs,20,63,1.0,0.5,0.02,-0.5139224482746512,0.5566634167954414,31,53,4,6,-0.0037258918394949287,3821,287,0.04293010824971533,-0.19971277196632448,-0.1821504145168031,-0.13205926179152358,-0.19971277196632448,-3.0627224482746516,3.0626836298090923,1,83,4,0,-0.3845258918394949,3821,287,0.07424564512541783,-1.1453127719663245,-0.9373504145168032,-0.9800592617915237,-1.1453127719663245
largest_dislocation_pair__r20__zw63__z1__corr0.5__stop2,largest_dislocation_pair,20,63,1.0,0.5,0.02,-0.6506327676303282,0.6914243867972727,32,52,4,6,-0.05771878854892467,1593,133,0.07003803265775523,-0.20754344760320237,-0.2335255699455539,-0.2095637500815718,-0.2335255699455539,-3.199432767630329,3.1994327676302867,1,83,4,0,-0.4385187885489247,1593,133,0.10502787327349036,-1.1531434476032028,-0.9887255699455539,-1.057563750081572,-1.1531434476032028
pair_QQQ_SPY__r20__zw63__z1__corr0.5__stop4,pair_QQQ_SPY,20,63,1.0,0.5,0.04,-0.26985802703939876,0.27052495533736765,24,56,8,5,-0.028502550791283946,753,3,0.07209219893995486,-0.05332238475137535,-0.1096272416585572,-0.1069084006294663,-0.1096272416585572,-1.4746580270393987,1.4746580270393872,1,79,8,0,-0.23010255079128397,753,3,0.15301891119607539,-0.4725223847513753,-0.4616272416585572,-0.5405084006294663,-0.5405084006294663
pair_SMH_XLK__r20__zw63__z1__corr0.5__stop4,pair_SMH_XLK,20,63,1.0,0.5,0.04,-0.06800667933252812,0.13178556285466053,38,40,10,6,-0.00959973254069927,721,9,0.06433924906531502,0.014929935404374768,-0.03692060624600522,-0.04601600849089761,-0.04601600849089761,-1.2216066793325282,1.2213413395686692,11,67,10,1,-0.19999973254069928,721,9,0.09719057968313136,-0.4090700645956253,-0.34892060624600524,-0.4636160084908976,-0.4636160084908976
pair_IWM_SPY__r20__zw63__z1__corr0.5__stop4,pair_IWM_SPY,20,63,1.0,0.5,0.04,-0.396117724112101,0.4601105299790641,37,39,12,9,0.04128061434888882,716,10,0.07261390364232066,-0.27610803631760084,-0.09976742670360556,-0.020242261090894664,-0.27610803631760084,-1.5417177241121012,1.542171718225062,9,67,12,2,-0.11871938565111118,716,10,0.12128874409059977,-0.760908036317601,-0.4293674267036056,-0.35144226109089466,-0.760908036317601
pair_XLY_XLP__r20__zw63__z1__corr0.5__stop4,pair_XLY_XLP,20,63,1.0,0.5,0.04,-0.2489822217178909,0.27068145829248735,16,18,54,0,0.0,262,6,0.18454201194277098,-0.12874849414818357,-0.1202337275697073,0.0,-0.12874849414818357,-0.668182221717891,0.6799861433830348,5,29,54,0,0.0,262,6,0.2562458079032925,-0.42314849414818356,-0.24503372756970732,0.0,-0.42314849414818356
pair_XLE_USO__r20__zw63__z1__corr0.5__stop4,pair_XLE_USO,20,63,1.0,0.5,0.04,-0.04440252329273581,0.2849240152720557,51,31,6,8,0.08687894305105796,697,22,0.0915099299663308,-0.10584482316302356,0.025046778312314687,0.03639552155797306,-0.10584482316302356,-1.1596025232927358,1.2002349986650769,25,57,6,4,-0.04752105694894204,697,22,0.11338613712737214,-0.5458448231630237,-0.30295322168768535,-0.31080447844202697,-0.5458448231630237
pair_TLT_SHY__r20__zw63__z1__corr0.5__stop4,pair_TLT_SHY,20,63,1.0,0.5,0.04,-0.17486042731903975,0.22376326152572004,26,44,18,5,-0.03633135940494257,672,0,0.14079437777913176,-0.007462089425756484,-0.08832790931408327,-0.07907042857919999,-0.08832790931408327,-1.2500604273190397,1.2500538353172492,4,66,18,0,-0.2171313594049426,672,0,0.24453807047284512,-0.3306620894257565,-0.4515279093140833,-0.4678704285792,-0.4678704285792
equal_active_pairs__r20__zw63__z1__corr0.5__stop4,equal_active_pairs,20,63,1.0,0.5,0.04,-0.5143680328786747,0.5659771750025155,30,54,4,6,0.00949349827604112,3821,50,0.04407763253970894,-0.24587037554024715,-0.1541735516593044,-0.11432410567912318,-0.24587037554024715,-3.063168032878675,3.063129206027632,0,84,4,0,-0.37130650172395885,3821,50,0.07699328371691187,-1.1914703755402472,-0.9093735516593046,-0.9623241056791233,-1.1914703755402472
largest_dislocation_pair__r20__zw63__z1__corr0.5__stop4,largest_dislocation_pair,20,63,1.0,0.5,0.04,-0.6149610966925922,0.6852219901913317,34,50,4,8,0.011851204415011998,1593,21,0.0774495925885156,-0.2560479138427316,-0.24536831384839358,-0.11354486900146711,-0.2560479138427316,-3.163761096692593,3.1637610966925456,1,83,4,0,-0.36894879558498794,1593,21,0.11574726080777581,-1.201647913842732,-1.0005683138483936,-0.9615448690014671,-1.201647913842732
pair_QQQ_SPY__r20__zw63__z1__corr0.7__stop2,pair_QQQ_SPY,20,63,1.0,0.7,0.02,-0.2679930518185589,0.27739322103464775,25,55,8,5,-0.027363767081409772,753,32,0.07559036560107435,-0.02477830042672678,-0.12185481535287565,-0.12135993603895645,-0.12185481535287565,-1.472793051818559,1.4727930518185477,1,79,8,0,-0.2289637670814098,753,32,0.1600866318187434,-0.4439783004267268,-0.47385481535287577,-0.5549599360389564,-0.5549599360389564
pair_SMH_XLK__r20__zw63__z1__corr0.7__stop2,pair_SMH_XLK,20,63,1.0,0.7,0.02,-0.019506967398935045,0.1226837866069647,39,39,10,6,-0.008768447283644903,721,80,0.08047560034454763,0.0455292552657974,-0.029330363357018448,-0.035705859307713986,-0.035705859307713986,-1.1731069673989352,1.172899698547696,13,65,10,1,-0.1991684472836449,721,80,0.12077427594655873,-0.3784707447342026,-0.34133036335701844,-0.45330585930771405,-0.45330585930771405
pair_IWM_SPY__r20__zw63__z1__corr0.7__stop2,pair_IWM_SPY,20,63,1.0,0.7,0.02,-0.29565205270107797,0.3657250216180504,39,37,12,9,0.03748626251770953,693,40,0.06583667530578259,-0.22691814760392398,-0.08749751132504513,0.01876360622789113,-0.22691814760392398,-1.404452052701078,1.4049060468140409,11,65,12,2,-0.12251373748229047,693,40,0.10650509282472242,-0.706918147603924,-0.41709751132504513,-0.2804363937721089,-0.706918147603924
pair_XLY_XLP__r20__zw63__z1__corr0.7__stop2,pair_XLY_XLP,20,63,1.0,0.7,0.02,-0.10602558483611044,0.11273694366352945,7,8,73,0,0.0,111,16,0.3940034027163491,-0.06451662488450341,-0.04150895995160703,0.0,-0.06451662488450341,-0.28362558483611044,0.28362558483611056,0,15,73,0,0.0,111,16,0.5038265534843379,-0.23251662488450342,-0.05110895995160704,0.0,-0.23251662488450342
pair_XLE_USO__r20__zw63__z1__corr0.7__stop2,pair_XLE_USO,20,63,1.0,0.7,0.02,0.049115657337114454,0.061965151565194665,12,11,65,2,0.005275857159396146,147,22,0.3111574660255823,0.047957787703653915,0.003957583324293589,-0.0027997136908330424,-0.0027997136908330424,-0.18608434266288557,0.2149496238473493,8,15,65,2,-0.05072414284060386,147,22,0.3694212089313482,0.004757787703653885,-0.13044241667570644,-0.06039971369083304,-0.13044241667570644
pair_TLT_SHY__r20__zw63__z1__corr0.7__stop2,pair_TLT_SHY,20,63,1.0,0.7,0.02,0.008811959523461452,0.05830195397828503,9,13,66,0,0.0,174,3,0.4308829043421376,0.02608373417914682,-0.00449725025742429,-0.012774524398261072,-0.012774524398261072,-0.26958804047653856,0.26960729533021927,3,19,66,0,0.0,174,3,0.615804153780552,-0.1435162658208532,-0.0076972502574242894,-0.11837452439826107,-0.1435162658208532
equal_active_pairs__r20__zw63__z1__corr0.7__stop2,equal_active_pairs,20,63,1.0,0.7,0.02,-0.4812810726538207,0.519826713274719,28,56,4,5,-0.00829585225676419,2599,193,0.04929431386885972,-0.16286896855489344,-0.20676963190407227,-0.11164247219485504,-0.20676963190407227,-2.8316810726538213,2.8316810726537915,2,82,4,0,-0.3538958522567642,2599,193,0.08592186258771684,-1.0476689685548934,-0.9043696319040724,-0.879642472194855,-1.0476689685548934
largest_dislocation_pair__r20__zw63__z1__corr0.7__stop2,largest_dislocation_pair,20,63,1.0,0.7,0.02,-0.5126006271278272,0.5743845204094183,28,56,4,7,0.019170002796551816,1469,107,0.07651770123195982,-0.13780205116581148,-0.2554380141881223,-0.11936056177389347,-0.2554380141881223,-2.8630006271278274,2.863000627127792,3,81,4,0,-0.3264299972034482,1469,107,0.12271061018577506,-1.0226020511658116,-0.9530380141881224,-0.8873605617738936,-1.0226020511658116
pair_QQQ_SPY__r20__zw63__z1__corr0.7__stop4,pair_QQQ_SPY,20,63,1.0,0.7,0.04,-0.26985802703939876,0.27052495533736765,24,56,8,5,-0.028502550791283946,753,3,0.07209219893995486,-0.05332238475137535,-0.1096272416585572,-0.1069084006294663,-0.1096272416585572,-1.4746580270393987,1.4746580270393872,1,79,8,0,-0.23010255079128397,753,3,0.15301891119607539,-0.4725223847513753,-0.4616272416585572,-0.5405084006294663,-0.5405084006294663
pair_SMH_XLK__r20__zw63__z1__corr0.7__stop4,pair_SMH_XLK,20,63,1.0,0.7,0.04,-0.06800667933252812,0.13178556285466053,38,40,10,6,-0.00959973254069927,721,9,0.06433924906531502,0.014929935404374768,-0.03692060624600522,-0.04601600849089761,-0.04601600849089761,-1.2216066793325282,1.2213413395686692,11,67,10,1,-0.19999973254069928,721,9,0.09719057968313136,-0.4090700645956253,-0.34892060624600524,-0.4636160084908976,-0.4636160084908976
pair_IWM_SPY__r20__zw63__z1__corr0.7__stop4,pair_IWM_SPY,20,63,1.0,0.7,0.04,-0.35811851530025474,0.42300415247127193,38,38,12,9,0.04128061434888882,693,10,0.07449931890781078,-0.2730974415540472,-0.09976742670360556,0.014746352957397908,-0.2730974415540472,-1.4669185153002549,1.4673725094132164,10,66,12,2,-0.11871938565111118,693,10,0.1245831848002755,-0.7530974415540472,-0.4293674267036056,-0.2844536470426021,-0.7530974415540472
pair_XLY_XLP__r20__zw63__z1__corr0.7__stop4,pair_XLY_XLP,20,63,1.0,0.7,0.04,-0.17256940591731557,0.1725694059173155,6,9,73,0,0.0,111,6,0.3940034027163491,-0.13517159711737367,-0.03739780879994191,0.0,-0.13517159711737367,-0.3501694059173156,0.3501694059173157,0,15,73,0,0.0,111,6,0.5038265534843379,-0.3031715971173737,-0.046997808799941906,0.0,-0.3031715971173737
pair_XLE_USO__r20__zw63__z1__corr0.7__stop4,pair_XLE_USO,20,63,1.0,0.7,0.04,0.004385873161886252,0.0965228421885651,13,10,65,2,-0.006747510981113869,147,7,0.2993866532034241,-0.006127350723616674,0.025336305716845992,-0.014823081831343055,-0.014823081831343055,-0.23081412683811375,0.23081412683811398,7,16,65,2,-0.06274751098111388,147,7,0.35548997463388077,-0.04932735072361669,-0.10906369428315402,-0.07242308183134305,-0.10906369428315402
pair_TLT_SHY__r20__zw63__z1__corr0.7__stop4,pair_TLT_SHY,20,63,1.0,0.7,0.04,0.029642102438066666,0.05624722082128935,9,13,66,0,0.0,174,0,0.42363462658916273,0.04691387709375204,-0.00449725025742429,-0.012774524398261072,-0.012774524398261072,-0.2487578975619333,0.24877770153224432,3,19,66,0,0.0,174,0,0.6057592941676202,-0.12268612290624796,-0.0076972502574242894,-0.11837452439826107,-0.12268612290624796
equal_active_pairs__r20__zw63__z1__corr0.7__stop4,equal_active_pairs,20,63,1.0,0.7,0.04,-0.5497092818859618,0.5758091682528816,28,56,4,5,-0.01557377107744789,2599,35,0.04742395107881735,-0.22405693018052816,-0.2012873116108657,-0.12436504009456789,-0.22405693018052816,-2.900109281885962,2.9001092818859266,2,82,4,0,-0.3611737710774479,2599,35,0.08484532872037849,-1.1088569301805282,-0.8988873116108659,-0.892365040094568,-1.1088569301805282
largest_dislocation_pair__r20__zw63__z1__corr0.7__stop4,largest_dislocation_pair,20,63,1.0,0.7,0.04,-0.5746708826365146,0.6137464357555351,25,59,4,7,0.010157740416937247,1469,13,0.07422561849865612,-0.19412343316005584,-0.25686999804727906,-0.12367745142917971,-0.25686999804727906,-2.9250708826365153,2.925070882636475,3,81,4,0,-0.33544225958306284,1469,13,0.12042543005578785,-1.078923433160056,-0.9544699980472793,-0.8916774514291798,-1.078923433160056
